SERVICE REQUEST #,DATE RECEIVED,LOT LOCATION,DANGEROUS OR HAZARDOUS?,Dangerous flag,OPEN OR BOARDED?,Open flag,ENTRY POINT,VACANT OR OCCUPIED?,Vacant flag,VACANT DUE TO FIRE?,Fire flag,ANY PEOPLE USING PROPERTY?,In use flag,ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,Full Address,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,Location
11-00058519,01/12/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,1,1,6949,S,LOOMIS,BLVD,60636,6949 S LOOMIS BLVD chicago IL 60636,1168197.05387,1858669.32511254,41.767720904667044,-87.65903994475765,"41.767720904667044,-87.65903994475765"
11-00059064,01/12/2011,Rear,,2,Open,1,PEOPLE IN THE HOUSE ALL TIME,Vacant,1,,0,1,1,5515,S,SEELEY,AVE,,5515 S SEELEY AVE chicago IL,1163636.36990459,1867962.17239645,41.79331860510488,-87.67549635137182,"41.79331860510488,-87.67549635137182"
11-00059138,01/12/2011,,,2,,2,,,2,,0,,0,7658,S,EMERALD,AVE,60620,7658 S EMERALD AVE chicago IL 60620,1172628.32356855,1854081.0102984,41.75503352664539,-87.64293237569437,"41.75503352664539,-87.64293237569437"
11-00059155,01/12/2011,,,2,,2,,,2,,0,,0,8019,S,UNION,AVE,60620,8019 S UNION AVE chicago IL 60620,1173027.5124068,1851705.74696737,41.7485067026847,-87.64153945363734,"41.7485067026847,-87.64153945363734"
11-00059359,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,7436,S,COLFAX,AVE,60649,7436 S COLFAX AVE chicago IL 60649,1194652.90099633,1856149.77750952,41.76019702290194,-87.56215166922036,"41.76019702290194,-87.56215166922036"
11-00059457,01/12/2011,Rear,,2,Open,1,REAR BASEMENT DOOR,Vacant,1,1,1,1,1,7949,S,SOUTH SHORE,DR,60617,7949 S SOUTH SHORE DR chicago IL 60617,1198521.29436963,1852861.1980964,41.75107690178087,-87.54808427728453,"41.75107690178087,-87.54808427728453"
11-00059556,01/12/2011,,,2,,2,,,2,,0,,0,12245,S,ADA,ST,60643,12245 S ADA ST chicago IL 60643,1169549.39826875,1823554.34098966,41.67133092627311,-87.65509699511588,"41.67133092627311,-87.65509699511588"
11-00059747,01/12/2011,Rear,,2,Open,1,,Vacant,1,,0,1,1,3524,W,LEXINGTON,ST,60624,3524 W LEXINGTON ST chicago IL 60624,1152999.85757024,1896475.08462887,41.87177841361263,-87.71374566623476,"41.87177841361263,-87.71374566623476"
11-00060034,01/12/2011,Front,,2,Open,1,FRONT & REAR,Vacant,1,,0,,0,6829,S,ST LAWRENCE,AVE,60637,6829 S ST LAWRENCE AVE chicago IL 60637,1181415.81452574,1859863.45529289,41.77070312830916,-87.61055083809663,"41.77070312830916,-87.61055083809663"
11-00060240,01/13/2011,Front,,2,Open,1,,Vacant,1,,0,,0,115,E,111TH,ST,60628,115 E 111TH ST chicago IL 60628,1178948.37827853,1831386.57750363,41.69261559414357,-87.62045998602451,"41.69261559414357,-87.62045998602451"
11-00060266,01/13/2011,Rear,,2,Open,1,THE REAR OF THE BUILDING,Vacant,1,,0,,0,10503,S,CALHOUN,AVE,60617,10503 S CALHOUN AVE chicago IL 60617,1194864.71728857,1835865.80930638,41.704530830499536,-87.56204155193181,"41.704530830499536,-87.56204155193181"
11-00060402,01/13/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6435,S,TALMAN,AVE,60629,6435 S TALMAN AVE chicago IL 60629,1159815.99581291,1861856.16021163,41.776642233139995,-87.68967299249685,"41.776642233139995,-87.68967299249685"
11-00060405,01/13/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6431,S,TALMAN,AVE,60629,6431 S TALMAN AVE chicago IL 60629,1159815.29581291,1861882.66021163,41.776714967277556,-87.68967483155436,"41.776714967277556,-87.68967483155436"
11-00060418,01/13/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1512,S,KENNETH,AVE,60623,1512 S KENNETH AVE chicago IL 60623,1146966.73973026,1892255.70386892,41.860317278056556,-87.73600367045094,"41.860317278056556,-87.73600367045094"
11-00060439,01/13/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,7307,S,EMERALD,AVE,60621,7307 S EMERALD AVE chicago IL 60621,1172565.20998579,1856420.05036603,41.76145353393965,-87.64309489204436,"41.76145353393965,-87.64309489204436"
11-00060644,01/13/2011,Front,,2,Open,1,,Vacant,1,,0,,0,7359,S,PAULINA,ST,60636,7359 S PAULINA ST chicago IL 60636,1166286.95011545,1855899.05553216,41.76015978937817,-87.66612010214001,"41.76015978937817,-87.66612010214001"
11-00061694,01/13/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1135,E,81ST,ST,60619,1135 E 81ST ST chicago IL 60619,1185315.71057145,1851524.45770774,41.74772929023632,-87.59651730228349,"41.74772929023632,-87.59651730228349"
11-00061772,01/13/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2020,W,70TH,ST,60636,2020 W 70TH ST chicago IL 60636,1164099.32811171,1858235.73622161,41.76661824912312,-87.67407216075242,"41.76661824912312,-87.67407216075242"
11-00061831,01/13/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,7849,S,WOODLAWN,AVE,60619,7849 S WOODLAWN AVE chicago IL 60619,1185579.50998824,1853191.73002946,41.752298249609744,-87.59549828212606,"41.752298249609744,-87.59549828212606"
11-00062139,01/13/2011,Front,,2,Open,1,DOORS/WINDOWS,Vacant,1,1,1,,0,6924,S,LOWE,AVE,60621,6924 S LOWE AVE chicago IL 60621,1173161.89001133,1858976.29102809,41.76845500653944,-87.640832586046,"41.76845500653944,-87.640832586046"
11-00062202,01/13/2011,Rear,,2,Open,1,BASEMENT DOOR OPEN,Vacant,1,,0,1,1,2927,N,PARKSIDE,AVE,60634,2927 N PARKSIDE AVE chicago IL 60634,1138199.62668329,1918895.87733133,41.93358408199189,-87.76754110326556,"41.93358408199189,-87.76754110326556"
11-00062238,01/13/2011,Front,,2,Open,1,,Vacant,1,,0,,0,4010,W,ARTHINGTON,ST,60624,4010 W ARTHINGTON ST chicago IL 60624,1149785.46061617,1895812.18999911,41.87002241673925,-87.72556433940461,"41.87002241673925,-87.72556433940461"
11-00062314,01/13/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,2903,E,82ND,ST,60617,2903 E 82ND ST chicago IL 60617,1196952.21820927,1851158.01767415,41.7464424011182,-87.55389056025561,"41.7464424011182,-87.55389056025561"
11-00063017,01/13/2011,Front,,2,Open,1,DOORS / WINDOWS,Vacant,1,,0,1,1,9102,S,BLACKSTONE,AVE,60619,9102 S BLACKSTONE AVE chicago IL 60619,1187704.14701197,1844913.72890318,41.729532325578084,-87.58797525753226,"41.729532325578084,-87.58797525753226"
11-00063213,01/13/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,7927,S,DAMEN,AVE,60620,7927 S DAMEN AVE chicago IL 60620,1164409.38452548,1851968.96012873,41.749414800245425,-87.67311196665014,"41.749414800245425,-87.67311196665014"
11-00063340,01/13/2011,Garage,,2,Open,1,,Vacant,1,,0,,0,6830,S,MARSHFIELD,AVE,60636,6830 S MARSHFIELD AVE chicago IL 60636,1166519.99013354,1859415.29430506,41.76980385679557,-87.66516589883139,"41.76980385679557,-87.66516589883139"
11-00064061,01/13/2011,Rear,,2,Open,1,,Vacant,1,,0,1,1,9940,S,VAN VLISSINGEN,RD,60617,9940 S VAN VLISSINGEN RD chicago IL 60617,1191742.17672929,1839471.25989285,41.714500742739176,-87.57335910419094,"41.714500742739176,-87.57335910419094"
11-00064172,01/13/2011,Rear,,2,Open,1,,Vacant,1,,0,1,1,1006,N,DRAKE,AVE,60651,1006 N DRAKE AVE chicago IL 60651,1152526.86552946,1906474.80138757,41.899228024871796,-87.71521777932077,"41.899228024871796,-87.71521777932077"
11-00064575,01/13/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,6349,S,LANGLEY,AVE,60637,6349 S LANGLEY AVE chicago IL 60637,1181985.00289223,1863063.01771651,41.7794698899364,-87.6083655638136,"41.7794698899364,-87.6083655638136"
11-00064931,01/13/2011,Front,,2,Open,1,FRONT,Vacant,1,1,1,1,1,6222,S,RHODES,AVE,60637,6222 S RHODES AVE chicago IL 60637,1180971.01897756,1863874.5667208,41.7817202561963,-87.61205795351181,"41.7817202561963,-87.61205795351181"
11-00065191,01/13/2011,Front,,2,Open,1,"SOMEONE IS REMOVING BOARD 10 - 11PM AT NIGHT AND PUTTING BOARD BACK-UP, ON ABANDONED BUILDING .  CONCERED SENIORS AT PARKING LOT.",Vacant,1,,0,1,1,7914,S,CARPENTER,ST,60620,7914 S CARPENTER ST chicago IL 60620,1170687.55842841,1852338.00130772,41.750292999115835,-87.65009545826423,"41.750292999115835,-87.65009545826423"
11-00065223,01/13/2011,Front,,2,Open,1,OPEN IN BACK AND DANGEROUS,Vacant,1,,0,1,1,6941,S,JUSTINE,ST,60636,6941 S JUSTINE ST chicago IL 60636,1167202.78652028,1858695.52109268,41.76781412163218,-87.66268363341295,"41.76781412163218,-87.66268363341295"
11-00066007,01/13/2011,Front,,2,Open,1,"GARAGE, & FRONT ENTRANCE",Vacant,1,,0,1,1,7600,S,PAULINA,ST,60620,7600 S PAULINA ST chicago IL 60620,1166330.54290485,1854306.00840538,41.75578732052701,-87.66600562398541,"41.75578732052701,-87.66600562398541"
11-00066011,01/13/2011,Front,,2,Open,1,REAR,Vacant,1,,0,1,1,251,W,108TH,ST,60628,251 W 108TH ST chicago IL 60628,1176522.90678096,1833320.69167992,41.69797782821478,-87.62928213524303,"41.69797782821478,-87.62928213524303"
11-00066150,01/13/2011,Front,,2,Open,1,FRONT -BASEMENT -REAR,Vacant,1,,0,1,1,8800,S,WOOD,ST,60620,8800 S WOOD ST chicago IL 60620,1165882.27547991,1846328.71262763,41.73390599311978,-87.6678745098356,"41.73390599311978,-87.6678745098356"
11-00066292,01/13/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,1,1,1,1,137,W,111TH,PL,60628,137 W 111TH PL chicago IL 60628,1177280.67780417,1831016.20449496,41.691636948542794,-87.6265768213661,"41.691636948542794,-87.6265768213661"
11-00066526,01/14/2011,Front,,2,Open,1,WIDE OPEN,Vacant,1,1,1,1,1,8638,S,HOUSTON,AVE,60617,8638 S HOUSTON AVE chicago IL 60617,1197979.60058114,1848259.96689076,41.73846433313989,-87.5502227135614,"41.73846433313989,-87.5502227135614"
11-00066699,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,9301,S,LA SALLE,ST,60620,9301 S LA SALLE ST chicago IL 60620,1176914.6393851,1843285.93619418,41.72531503846665,-87.62754874299459,"41.72531503846665,-87.62754874299459"
11-00067825,01/14/2011,Front,,2,Open,1,REAR DOOR,Vacant,1,,0,1,1,10828,S,WABASH,AVE,60628,10828 S WABASH AVE chicago IL 60628,1178496.77782786,1833181.8906927,41.697552433826594,-87.622059085827,"41.697552433826594,-87.622059085827"
11-00068434,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3847,W,FLOURNOY,ST,60624,3847 W FLOURNOY ST chicago IL 60624,1150865.65999254,1896754.29010655,41.87258659060211,-87.72157391843317,"41.87258659060211,-87.72157391843317"
11-00068610,01/14/2011,Front,,2,Open,1,FRONT WINDOWS,Vacant,1,1,1,,0,5324,S,LOCKWOOD,AVE,60638,5324 S LOCKWOOD AVE chicago IL 60638,1141931.00201794,1868832.66439463,41.796135585909866,-87.75506757278544,"41.796135585909866,-87.75506757278544"
11-00068716,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,501,N,MONTICELLO,AVE,60624,501 N MONTICELLO AVE chicago IL 60624,1151956.53602774,1903096.51003211,41.889968912455025,-87.71740167712882,"41.889968912455025,-87.71740167712882"
11-00069236,01/14/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,7717,S,KINGSTON,AVE,60649,7717 S KINGSTON AVE chicago IL 60649,1194531.04966812,1854289.45172655,41.755095144737204,-87.56265932634452,"41.755095144737204,-87.56265932634452"
11-00069261,01/14/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,7730,S,ESSEX,AVE,60649,7730 S ESSEX AVE chicago IL 60649,1194202.66770487,1854194.23200882,41.75484192029021,-87.56386585312612,"41.75484192029021,-87.56386585312612"
11-00069328,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4344,S,FORRESTVILLE,AVE,60653,4344 S FORRESTVILLE AVE chicago IL 60653,1180655.84009444,1876327.41597663,41.81589921306299,-87.61283078751408,"41.81589921306299,-87.61283078751408"
11-00069339,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4346,S,FORRESTVILLE,AVE,60653,4346 S FORRESTVILLE AVE chicago IL 60653,1180656.24009444,1876314.11597663,41.815862707606264,-87.61282972931579,"41.815862707606264,-87.61282972931579"
11-00069643,01/14/2011,Front,,2,Boarded,0,CONSERVATION COURT CASE REQUESTING DEMO INSPECTION,Vacant,1,,0,,0,3233,W,OLIVE,AVE,60659,3233 W OLIVE AVE chicago IL 60659,1153758.18742081,1937384.94943016,41.98402331740132,-87.70986939217491,"41.98402331740132,-87.70986939217491"
11-00069662,01/14/2011,Front,,2,Boarded,0,CONSERVATION COURT CASE REQUESTING DEMO INSPECTION,Vacant,1,,0,,0,3329,N,DRAKE,AVE,60618,3329 N DRAKE AVE chicago IL 60618,1152129.39989863,1922083.82270016,41.94206838652248,-87.71626513062499,"41.94206838652248,-87.71626513062499"
11-00069688,01/14/2011,Front,,2,Boarded,0,CONSERVATION COURT CASE REQUESTING DEMO INSPECTION,Vacant,1,,0,,0,4062,N,LINCOLN,AVE,60618,4062 N LINCOLN AVE chicago IL 60618,1162043.28101155,1927047.4004778,41.955487095873195,-87.67968813471686,"41.955487095873195,-87.67968813471686"
11-00069707,01/14/2011,Front,,2,Boarded,0,CONSERVATION OCURT CASE REQUESTING A DEMO INSPECTION,Vacant,1,,0,,0,3272,N,ELSTON,AVE,60618,3272 N ELSTON AVE chicago IL 60618,1156433.00046896,1921675.05061051,41.94086058674609,-87.70045855529892,"41.94086058674609,-87.70045855529892"
11-00069726,01/14/2011,Front,,2,Boarded,0,CONSERVATION COURT CASE REQUESTING A DEMO INSPECTION,Vacant,1,,0,,0,7534,N,CLAREMONT,AVE,60645,7534 N CLAREMONT AVE chicago IL 60645,1159347.15997534,1949862.68130005,42.01814916149272,-87.68896859983974,"42.01814916149272,-87.68896859983974"
11-00069746,01/14/2011,Front,,2,Boarded,0,CONSERVATION COURT CASE REQUESTING A DEMO INSPECTION,Vacant,1,,0,,0,2038,W,TOUHY,AVE,60645,2038 W TOUHY AVE chicago IL 60645,1161474.82742772,1947827.72109226,42.01252096473928,-87.6811962337997,"42.01252096473928,-87.6811962337997"
11-00069778,01/14/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,1416,W,72ND,PL,60636,1416 W 72ND PL chicago IL 60636,1168087.86579556,1856672.87862725,41.76224474256946,-87.65949749519912,"41.76224474256946,-87.65949749519912"
11-00069794,01/14/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,1275,W,72ND,PL,60636,1275 W 72ND PL chicago IL 60636,1168906.67681603,1856696.14532045,41.76229094905829,-87.65649577116585,"41.76229094905829,-87.65649577116585"
11-00069845,01/14/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,1216,W,73RD,ST,60636,1216 W 73RD ST chicago IL 60636,1169441.80551345,1856379.03656607,41.76140919044097,-87.65454362292832,"41.76140919044097,-87.65454362292832"
11-00069893,01/14/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,6846,S,PEORIA,ST,60621,6846 S PEORIA ST chicago IL 60621,1171487.58097666,1859443.44170429,41.76977375323883,-87.64695606633941,"41.76977375323883,-87.64695606633941"
11-00070264,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8638,S,ADA,ST,60620,8638 S ADA ST chicago IL 60620,1168836.78649246,1847480.19570871,41.737002632105565,-87.65701743318508,"41.737002632105565,-87.65701743318508"
11-00070655,01/14/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,4434,W,BELMONT,AVE,60641,4434 W BELMONT AVE chicago IL 60641,1146132.50458246,1920902.94097696,41.93894428734096,-87.73833665698146,"41.93894428734096,-87.73833665698146"
11-00070671,01/14/2011,Front,,2,Open,1,REAR,Vacant,1,,0,1,1,6327,S,ELIZABETH,ST,60636,6327 S ELIZABETH ST chicago IL 60636,1169069.82267556,1862821.76681711,41.779096902247986,-87.65572093382124,"41.779096902247986,-87.65572093382124"
11-00070682,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,9351,S,SAGINAW,AVE,60617,9351 S SAGINAW AVE chicago IL 60617,1195509.38001915,1843471.58033007,41.7253859145683,-87.5594306039759,"41.7253859145683,-87.5594306039759"
11-00070689,01/14/2011,Front,,2,Open,1,REAR,Vacant,1,,0,,0,9009,S,LOOMIS,ST,60620,9009 S LOOMIS ST chicago IL 60620,1168576.62782259,1845011.45459231,41.730233654686735,-87.65804154121129,"41.730233654686735,-87.65804154121129"
11-00070725,01/14/2011,Front,,2,Open,1,REAR,Vacant,1,,0,,0,1259,W,112TH,ST,60643,1259 W 112TH ST chicago IL 60643,1169930.90097675,1830506.83911249,41.69040149957198,-87.65349992272901,"41.69040149957198,-87.65349992272901"
11-00070743,01/14/2011,Front,,2,Open,1,REAR,Vacant,1,,0,,0,223,E,119TH,ST,60628,223 E 119TH ST chicago IL 60628,1179791.1202843,1826104.95676604,41.678102882894926,-87.61753524702247,"41.678102882894926,-87.61753524702247"
11-00070770,01/14/2011,Front,,2,Open,1,REAR,Vacant,1,,0,,0,11255,S,DR MARTIN LUTHER KING JR,DR,60628,11255 S DR MARTIN LUTHER KING JR DR chicago IL 60628,1180914.46480288,1830415.75430392,41.68990664378195,-87.61329156470397,"41.68990664378195,-87.61329156470397"
11-00070794,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6823,S,CHAMPLAIN,AVE,60637,6823 S CHAMPLAIN AVE chicago IL 60637,1181741.14928895,1859915.68047392,41.77083893058129,-87.60935668626473,"41.77083893058129,-87.60935668626473"
11-00070813,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,133,W,111TH,ST,60628,133 W 111TH ST chicago IL 60628,1177292.00320384,1831346.67572671,41.69254355508468,-87.6265254301847,"41.69254355508468,-87.6265254301847"
11-00070821,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,11144,S,EDBROOKE,AVE,60628,11144 S EDBROOKE AVE chicago IL 60628,1179182.00012826,1831099.39693425,41.69182222085792,-87.61961337297846,"41.69182222085792,-87.61961337297846"
11-00070832,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,10133,S,RACINE,AVE,60643,10133 S RACINE AVE chicago IL 60643,1170112.36862294,1837596.91999037,41.709853870377245,-87.65263040376512,"41.709853870377245,-87.65263040376512"
11-00070836,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2721,E,75TH,PL,60649,2721 E 75TH PL chicago IL 60649,1195730.32173086,1855538.99142752,41.75849440917266,-87.5582231575211,"41.75849440917266,-87.5582231575211"
11-00070846,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8115,S,BURNHAM,AVE,60617,8115 S BURNHAM AVE chicago IL 60617,1196244.46107052,1851700.9503837,41.7479498137211,-87.5564659296276,"41.7479498137211,-87.5564659296276"
11-00070851,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2800,E,87TH,ST,60617,2800 E 87TH ST chicago IL 60617,1196328.06652937,1847828.13570784,41.73732043329538,-87.55628772243388,"41.73732043329538,-87.55628772243388"
11-00070860,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,,0,13447,S,HOUSTON,AVE,60633,13447 S HOUSTON AVE chicago IL 60633,1198762.24138113,1816459.69787969,41.651181755625494,-87.54841706714565,"41.651181755625494,-87.54841706714565"
11-00071122,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1034,N,HARDING,AVE,60651,1034 N HARDING AVE chicago IL 60651,1149865.40079175,1906613.62017855,41.89966116099588,-87.72498973516579,"41.89966116099588,-87.72498973516579"
11-00071125,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3214,W,POLK,ST,60624,3214 W POLK ST chicago IL 60624,1155065.73527787,1896190.29531811,41.87095575164803,-87.70616859528113,"41.87095575164803,-87.70616859528113"
11-00071132,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,353,N,LAMON,AVE,60644,353 N LAMON AVE chicago IL 60644,1143644.41987723,1901947.02377377,41.88697425681778,-87.74795660095297,"41.88697425681778,-87.74795660095297"
11-00071138,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3338,W,MONROE,ST,60624,3338 W MONROE ST chicago IL 60624,1154156.43832037,1899338.57353039,41.87961314028373,-87.7094229471333,"41.87961314028373,-87.7094229471333"
11-00071140,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1716,N,KEDVALE,AVE,60639,1716 N KEDVALE AVE chicago IL 60639,1148453.551581,1911087.17358976,41.911964399103745,-87.73005994602524,"41.911964399103745,-87.73005994602524"
11-00071144,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4225,W,AUGUSTA,BLVD,60651,4225 W AUGUSTA BLVD chicago IL 60651,1148030.32987617,1906333.06128619,41.898926787714664,-87.73173723972705,"41.898926787714664,-87.73173723972705"
11-00071148,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3500,W,EVERGREEN,AVE,60651,3500 W EVERGREEN AVE chicago IL 60651,1152785.37579905,1908759.8394064,41.90549327055183,-87.71420769896388,"41.90549327055183,-87.71420769896388"
11-00071156,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1004,N,SPRINGFIELD,AVE,60651,1004 N SPRINGFIELD AVE chicago IL 60651,1150202.14369909,1906418.02802041,41.89911787722175,-87.72375797282015,"41.89911787722175,-87.72375797282015"
11-00071161,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,242,N,MASON,AVE,60644,242 N MASON AVE chicago IL 60644,1136728.74882072,1901076.92477875,41.88471323877172,-87.77337408709116,"41.88471323877172,-87.77337408709116"
11-00071165,01/14/2011,Front,,2,Open,1,,Vacant,1,1,1,1,1,638,N,ST LOUIS,AVE,60624,638 N ST LOUIS AVE chicago IL 60624,1152934.08321059,1904034.42422319,41.8925233312521,-87.71378679530469,"41.8925233312521,-87.71378679530469"
11-00071169,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1317,S,KEELER,AVE,60623,1317 S KEELER AVE chicago IL 60623,1148593.4610772,1893594.92463292,41.863961051210886,-87.72999778211137,"41.863961051210886,-87.72999778211137"
11-00071173,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,5035,W,GLADYS,AVE,60644,5035 W GLADYS AVE chicago IL 60644,1142922.2872319,1897873.25649594,41.875808825438185,-87.75071006484056,"41.875808825438185,-87.75071006484056"
11-00071180,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1812,N,PULASKI,RD,60639,1812 N PULASKI RD chicago IL 60639,1149429.8898253,1911764.33951429,41.91380370716719,-87.72645553270742,"41.91380370716719,-87.72645553270742"
11-00071187,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,638,N,SPAULDING,AVE,60624,638 N SPAULDING AVE chicago IL 60624,1154262.72199656,1904061.90801423,41.892572320096185,-87.7089064862001,"41.892572320096185,-87.7089064862001"
11-00071199,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3117,W,LEXINGTON,ST,60612,3117 W LEXINGTON ST chicago IL 60612,1155701.50758403,1896534.62566577,41.87188785943,-87.7038251670231,"41.87188785943,-87.7038251670231"
11-00071201,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,2131,N,LAVERGNE,AVE,60639,2131 N LAVERGNE AVE chicago IL 60639,1142712.1266793,1913708.18438426,41.919265609879766,-87.75108713491775,"41.919265609879766,-87.75108713491775"
11-00071217,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3824,W,GRENSHAW,ST,60624,3824 W GRENSHAW ST chicago IL 60624,1151095.59371038,1894767.70010512,41.86713066198044,-87.72078176924313,"41.86713066198044,-87.72078176924313"
11-00071224,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3829,W,WEST END,AVE,60624,3829 W WEST END AVE chicago IL 60624,1150838.56010889,1900545.38863059,41.88299031277293,-87.72157420395034,"41.88299031277293,-87.72157420395034"
11-00071231,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4929,W,DRUMMOND,PL,60639,4929 W DRUMMOND PL chicago IL 60639,1143074.40258128,1917175.63702502,41.92877389682645,-87.74966935574479,"41.92877389682645,-87.74966935574479"
11-00071248,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,4108,W,GLADYS,AVE,60624,4108 W GLADYS AVE chicago IL 60624,1149061.1921275,1898038.12838877,41.87614469047937,-87.72816575552814,"41.87614469047937,-87.72816575552814"
11-00071253,01/14/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1057,N,SPRINGFIELD,AVE,60651,1057 N SPRINGFIELD AVE chicago IL 60651,1150191.74887514,1906773.82080205,41.90009441117071,-87.72378686797751,"41.90009441117071,-87.72378686797751"
