SERVICE REQUEST #,DATE RECEIVED,LOT LOCATION,DANGEROUS OR HAZARDOUS?,Dangerous flag,OPEN OR BOARDED?,Open flag,ENTRY POINT,VACANT OR OCCUPIED?,Vacant flag,VACANT DUE TO FIRE?,Fire flag,ANY PEOPLE USING PROPERTY?,In use flag,ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,Full Address,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,Location
11-00043834,01/10/2011,Rear,,2,Boarded,0,,Vacant,1,1,1,,0,1735,W,18TH,ST,60608,1735 W 18TH ST chicago IL 60608,1165031.22158751,1891450.0723064,41.85774252972631,-87.6697162798268,"41.85774252972631,-87.6697162798268"
11-00043865,01/10/2011,Rear,,2,Open,1,,Vacant,1,,0,1,1,3713,S,WOOD,ST,60609,3713 S WOOD ST chicago IL 60609,1164960.23102424,1880084.64298401,41.82655616257153,-87.67029891467438,"41.82655616257153,-87.67029891467438"
11-00043915,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,5121,S,DAMEN,AVE,60609,5121 S DAMEN AVE chicago IL 60609,1163889.92589726,1870606.92988234,41.80057081938116,-87.67449225313224,"41.80057081938116,-87.67449225313224"
11-00043932,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,734,W,51ST,ST,60609,734 W 51ST ST chicago IL 60609,1172133.48993204,1871048.04311155,41.801603913593546,-87.64424754063346,"41.801603913593546,-87.64424754063346"
11-00043958,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,4843,S,UNION,AVE,60609,4843 S UNION AVE chicago IL 60609,1172451.29073393,1872661.70433139,41.806024968653716,-87.64303451992919,"41.806024968653716,-87.64303451992919"
11-00044051,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,4816,S,INDIANA,AVE,60615,4816 S INDIANA AVE chicago IL 60615,1178412.43918395,1873137.54448114,41.80719725321815,-87.62115691483966,"41.80719725321815,-87.62115691483966"
11-00044064,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,4722,S,INDIANA,AVE,60615,4722 S INDIANA AVE chicago IL 60615,1178394.99350649,1873760.42766929,41.8089068961628,-87.62120196998649,"41.8089068961628,-87.62120196998649"
11-00044146,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,4740,S,LANGLEY,AVE,60615,4740 S LANGLEY AVE chicago IL 60615,1181730.37656951,1873736.17309591,41.808763847967285,-87.60896934029111,"41.808763847967285,-87.60896934029111"
11-00044200,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,4735,S,EVANS,AVE,60615,4735 S EVANS AVE chicago IL 60615,1182053.46646878,1873778.34512287,41.808872092624775,-87.6077830224918,"41.808872092624775,-87.6077830224918"
11-00044211,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,4453,S,LAKE PARK,AVE,60653,4453 S LAKE PARK AVE chicago IL 60653,1185053.42400088,1875661.26228174,41.813968926423044,-87.59672074397263,"41.813968926423044,-87.59672074397263"
11-00044264,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,4416,S,OAKENWALD,AVE,60653,4416 S OAKENWALD AVE chicago IL 60653,1185275.22039906,1875961.15179045,41.81478662411094,-87.5958977474342,"41.81478662411094,-87.5958977474342"
11-00044331,01/10/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,3808,S,INDIANA,AVE,60653,3808 S INDIANA AVE chicago IL 60653,1178225.91821003,1879787.95002281,41.825450766064534,-87.62163899337014,"41.825450766064534,-87.62163899337014"
11-00044350,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3223,S,INDIANA,AVE,60616,3223 S INDIANA AVE chicago IL 60616,1178130.96161157,1883665.94257135,41.83609443618858,-87.62186953182426,"41.83609443618858,-87.62186953182426"
11-00044352,01/10/2011,Front,,2,Open,1,FRONT AND REAR AND SIDE.. WINDOWS AND DOORS...,Vacant,1,,0,,0,10900,S,STATE,ST,60628,10900 S STATE ST chicago IL 60628,1178186.76678259,1832696.82811245,41.69622837282356,-87.62320881350425,"41.69622837282356,-87.62320881350425"
11-00044364,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,431,W,61ST,PL,60621,431 W 61ST PL chicago IL 60621,1174471.2517789,1864159.27012332,41.78264865370751,-87.63587907850622,"41.78264865370751,-87.63587907850622"
11-00044374,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1724,W,61ST,ST,60636,1724 W 61ST ST chicago IL 60636,1165782.31701701,1864242.07758754,41.78306487178774,-87.66773295279928,"41.78306487178774,-87.66773295279928"
11-00044380,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6728,S,MARSHFIELD,AVE,60636,6728 S MARSHFIELD AVE chicago IL 60636,1166496.59751037,1860091.89200743,41.77166102840039,-87.66523238047188,"41.77166102840039,-87.66523238047188"
11-00044391,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6818,S,PAULINA,ST,60636,6818 S PAULINA ST chicago IL 60636,1166186.27989657,1859488.34263285,41.7700114186998,-87.66638706133604,"41.7700114186998,-87.66638706133604"
11-00044400,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1279,W,71ST,ST,60636,1279 W 71ST ST chicago IL 60636,1168977.85993025,1857691.73310045,41.76502143371725,-87.65620615091633,"41.76502143371725,-87.65620615091633"
11-00044403,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,5019,S,ELIZABETH,ST,60609,5019 S ELIZABETH ST chicago IL 60609,1168840.40991796,1871495.98310534,41.802904921168164,-87.65631155661843,"41.802904921168164,-87.65631155661843"
11-00044405,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6331,S,CARPENTER,ST,60621,6331 S CARPENTER ST chicago IL 60621,1170400.09491693,1862830.45658733,41.7790918793342,-87.65084378235481,"41.7790918793342,-87.65084378235481"
11-00044413,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6508,S,CARPENTER,ST,60621,6508 S CARPENTER ST chicago IL 60621,1170432.26743261,1861658.54791438,41.77587532069467,-87.65075993662408,"41.77587532069467,-87.65075993662408"
11-00044417,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6510,S,CARPENTER,ST,60621,6510 S CARPENTER ST chicago IL 60621,1170432.56743261,1861645.14791438,41.77583854294353,-87.65075922674984,"41.77583854294353,-87.65075922674984"
11-00044433,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2509,W,66TH,ST,60629,2509 W 66TH ST chicago IL 60629,1160747.18179435,1860811.12652722,41.7737553371296,-87.68628811070879,"41.7737553371296,-87.68628811070879"
11-00044437,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2935,W,64TH,ST,60629,2935 W 64TH ST chicago IL 60629,1157795.51447579,1862057.989419,41.777237342096235,-87.69707456733255,"41.777237342096235,-87.69707456733255"
11-00044496,01/10/2011,Rear,,2,Open,1,,Vacant,1,,0,,0,6007,S,RACINE,AVE,60636,6007 S RACINE AVE chicago IL 60636,1169348.38077109,1864951.55721151,41.78493527460937,-87.65463808549741,"41.78493527460937,-87.65463808549741"
11-00044547,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6913,S,RACINE,AVE,60636,6913 S RACINE AVE chicago IL 60636,1169513.97239956,1858946.73211361,41.7684537124319,-87.65420482300932,"41.7684537124319,-87.65420482300932"
11-00044732,01/10/2011,Rear,,2,Open,1,BACK WINDOW,Vacant,1,,0,1,1,738,W,117TH,ST,60628,738 W 117TH ST chicago IL 60628,1173442.92788704,1827418.07218601,41.6818486558875,-87.64073314911563,"41.6818486558875,-87.64073314911563"
11-00044983,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8450,S,MACKINAW,AVE,60617,8450 S MACKINAW AVE chicago IL 60617,1199930.5287805,1849910.87648756,41.74294560896084,-87.5430195683993,"41.74294560896084,-87.5430195683993"
11-00044989,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8554,S,BURLEY,AVE,60617,8554 S BURLEY AVE chicago IL 60617,1199296.5753052,1848870.89211181,41.74010777023912,-87.54537722976463,"41.74010777023912,-87.54537722976463"
11-00045032,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8847,S,BURLEY,AVE,60617,8847 S BURLEY AVE chicago IL 60617,1199206.00602431,1846919.39980279,41.73475500524095,-87.54577448582596,"41.73475500524095,-87.54577448582596"
11-00045040,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,5639,S,WABASH,AVE,60637,5639 S WABASH AVE chicago IL 60637,1177676.47716734,1867649.27251772,41.79215362437024,-87.62402228469833,"41.79215362437024,-87.62402228469833"
11-00045042,01/10/2011,Rear,,2,Open,1,FRONT & REAR,Vacant,1,,0,,0,216,N,LEAMINGTON,AVE,60644,216 N LEAMINGTON AVE chicago IL 60644,1142004.85191629,1901053.09161928,41.88455173110586,-87.7539997853437,"41.88455173110586,-87.7539997853437"
11-00045048,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,5817,S,CALUMET,AVE,60637,5817 S CALUMET AVE chicago IL 60637,1179476.3070907,1866519.34809363,41.7890120663822,-87.61745715228177,"41.7890120663822,-87.61745715228177"
11-00045063,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,7042,S,ST LAWRENCE,AVE,60637,7042 S ST LAWRENCE AVE chicago IL 60637,1181457.12690116,1858342.74989942,41.76652920722673,-87.61044625474734,"41.76652920722673,-87.61044625474734"
11-00045076,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,,0,7932,S,LANGLEY,AVE,60619,7932 S LANGLEY AVE chicago IL 60619,1182270.75942186,1852564.06318803,41.750653089813056,-87.60764269016818,"41.750653089813056,-87.60764269016818"
11-00045159,01/10/2011,Garage,,2,Open,1,GARAGE,Vacant,1,,0,1,1,6605,S,WINCHESTER,AVE,60636,6605 S WINCHESTER AVE chicago IL 60636,1164493.72448735,1860861.32302715,41.773814911123736,-87.6725526035574,"41.773814911123736,-87.6725526035574"
11-00045256,01/10/2011,Front,,2,Open,1,DOOR,Vacant,1,,0,1,1,6840,S,HERMITAGE,AVE,60636,6840 S HERMITAGE AVE chicago IL 60636,1165859.44121228,1859333.31352858,41.76959294690161,-87.6675895149182,"41.76959294690161,-87.6675895149182"
11-00045625,01/10/2011,Front,,2,Open,1,REAR AND FRON DOORS,Vacant,1,,0,1,1,2142,N,TRIPP,AVE,60639,2142 N TRIPP AVE chicago IL 60639,1147700.91152636,1913898.51229495,41.919693480315026,-87.73275262574572,"41.919693480315026,-87.73275262574572"
11-00046264,01/10/2011,Front,,2,Open,1,"THE WINDOWS ARE BROKEN OUT,THE BACK DOOR HAS BEEN TAKEN OFF,THE GUTTERS ARE REMOVED,",Vacant,1,,0,1,1,6348,S,HOYNE,AVE,60636,6348 S HOYNE AVE chicago IL 60636,1163453.93691096,1862529.11861535,41.77841342713675,-87.67631755495735,"41.77841342713675,-87.67631755495735"
11-00046689,01/10/2011,Front,,2,Open,1,DOOR,Vacant,1,,0,,0,5735,S,ST LOUIS,AVE,60629,5735 S ST LOUIS AVE chicago IL 60629,1154027.28997831,1866246.35002409,41.78880650863761,-87.71077780127446,"41.78880650863761,-87.71077780127446"
11-00046872,01/10/2011,Garage,,2,Boarded,0,REAR AND GARAGE,Vacant,1,,0,1,1,4815,S,WOLCOTT,AVE,60609,4815 S WOLCOTT AVE chicago IL 60609,1164497.7098147,1872749.71833225,41.80643808165769,-87.67220286350754,"41.80643808165769,-87.67220286350754"
11-00047014,01/10/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,7614,S,COLES,AVE,60649,7614 S COLES AVE chicago IL 60649,1196226.33123099,1855266.697193,41.757734936225745,-87.55641437435195,"41.757734936225745,-87.55641437435195"
11-00047182,01/10/2011,Rear,,2,Open,1,BACK DOOR OPEN PEOPLE IN AND OUT ALL TIME BACK DOOR,Vacant,1,,0,1,1,6435,S,RICHMOND,ST,,6435 S RICHMOND ST chicago IL,1157821.31447579,1861823.689419,41.776593864897585,-87.69698634004214,"41.776593864897585,-87.69698634004214"
11-00047312,01/10/2011,Rear,,2,Open,1,GARAGE  NO DOOR PEOPLE FLY DUMPING GARBAGE ALL TIME,Occupied,0,1,1,1,1,6236,S,WOLCOTT,AVE,60636,6236 S WOLCOTT AVE chicago IL 60636,1164757.79122365,1863308.07437102,41.78052354743689,-87.67151555902271,"41.78052354743689,-87.67151555902271"
11-00047605,01/10/2011,Front,,2,Open,1,FRONT,Occupied,0,,0,1,1,3429,W,SCHUBERT,AVE,60647,3429 W SCHUBERT AVE chicago IL 60647,1153057.93276761,1917745.92879153,41.93014647572249,-87.71296772198137,"41.93014647572249,-87.71296772198137"
11-00047903,01/11/2011,Front,,2,Open,1,,Vacant,1,,0,,0,7056,S,EMERALD,AVE,60621,7056 S EMERALD AVE chicago IL 60621,1172526.41007792,1858079.88770204,41.766009184570024,-87.64318828761282,"41.766009184570024,-87.64318828761282"
11-00048050,01/11/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6323,S,JUSTINE,ST,60636,6323 S JUSTINE ST chicago IL 60636,1167088.84769598,1862796.32720647,41.77906969889405,-87.66298410784992,"41.77906969889405,-87.66298410784992"
11-00048055,01/11/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6430,S,ST LAWRENCE,AVE,60637,6430 S ST LAWRENCE AVE chicago IL 60637,1181339.81810134,1862506.45939701,41.77795754248947,-87.61074800731095,"41.77795754248947,-87.61074800731095"
11-00049193,01/11/2011,Front,,2,Open,1,REAR,Vacant,1,,0,1,1,4741,S,KARLOV,AVE,60632,4741 S KARLOV AVE chicago IL 60632,1149826.22072926,1872876.22899091,41.807082340325074,-87.72601008663412,"41.807082340325074,-87.72601008663412"
11-00049715,01/11/2011,Front,,2,Open,1,"FRONT DOOR BOARDS HAVE BEEN REMOVED, DID NOT GO AROUND BACK TO SEE IF AREA NEEDS BOARDING UP AS WELL",Vacant,1,,0,,0,8318,S,CARPENTER,ST,60620,8318 S CARPENTER ST chicago IL 60620,1170764.90411614,1849659.10609249,41.74294006545196,-87.64988999994188,"41.74294006545196,-87.64988999994188"
11-00050086,01/11/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,2100,N,MULLIGAN,AVE,60639,2100 N MULLIGAN AVE chicago IL 60639,1133740.35008492,1913276.35799338,41.91824304566298,-87.78406128755825,"41.91824304566298,-87.78406128755825"
11-00050188,01/11/2011,Rear,,2,Open,1,DOORS/WINDOWS,Vacant,1,,0,1,1,5406,S,WELLS,ST,60609,5406 S WELLS ST chicago IL 60609,1175527.26502771,1869067.23491501,41.79609304583006,-87.63186062611996,"41.79609304583006,-87.63186062611996"
11-00050216,01/11/2011,Front,,2,Open,1,FRONT WINDOW IS  MISSING,Vacant,1,,0,1,1,5911,W,LAWRENCE,AVE,60630,5911 W LAWRENCE AVE chicago IL 60630,1136021.72007327,1931306.83671904,41.967680177096916,-87.77524793176596,"41.967680177096916,-87.77524793176596"
11-00050726,01/11/2011,Front,,2,Open,1,,Vacant,1,,0,,0,431,W,66TH,ST,60621,431 W 66TH ST chicago IL 60621,1174595.33551105,1861157.88988419,41.77440977174824,-87.63551344799828,"41.77440977174824,-87.63551344799828"
11-00051057,01/11/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,5112,S,MAY,ST,60609,5112 S MAY ST chicago IL 60609,1169518.59139202,1870900.52327798,41.80125622841709,-87.65384162435434,"41.80125622841709,-87.65384162435434"
11-00051144,01/11/2011,Front,,2,Open,1,ALL WINDOWS AND FRONT DOOR IS STANDING WIDE OPEN.,Vacant,1,,0,1,1,6135,S,ROCKWELL,ST,,6135 S ROCKWELL ST chicago IL,1160091.76047857,1863880.25113113,41.78219095362173,-87.68860641154292,"41.78219095362173,-87.68860641154292"
11-00051283,01/11/2011,Front,,2,Open,1,REAR,Vacant,1,,0,,0,2820,S,EMERALD,AVE,60616,2820 S EMERALD AVE chicago IL 60616,1171756.01599663,1886186.42523336,41.84315337258923,-87.64518722057628,"41.84315337258923,-87.64518722057628"
11-00051354,01/11/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,713,W,47TH,PL,60609,713 W 47TH PL chicago IL 60609,1172344.22868533,1873377.0802685,41.8079903918069,-87.64340612061632,"41.8079903918069,-87.64340612061632"
11-00051532,01/11/2011,Rear,,2,Open,1,REAR,Vacant,1,,0,1,1,8846,S,MICHIGAN,AVE,60619,8846 S MICHIGAN AVE chicago IL 60619,1178700.2428193,1846365.14213406,41.73372440545401,-87.62091470746631,"41.73372440545401,-87.62091470746631"
11-00051630,01/11/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,3050,W,53RD,PL,60632,3050 W 53RD PL chicago IL 60632,1157285.6063913,1869015.40992154,41.796339829170435,-87.69875565107034,"41.796339829170435,-87.69875565107034"
11-00051696,01/11/2011,Front,,2,Boarded,0,CONSERVATION REQUESTING A DEMO INSPECTION,Vacant,1,,0,,0,2632,W,WASHINGTON,BLVD,60612,2632 W WASHINGTON BLVD chicago IL 60612,1158829.1560944,1900585.82251247,41.88294121191003,-87.6922311553135,"41.88294121191003,-87.6922311553135"
11-00051886,01/11/2011,Front,,2,Open,1,BACK DOOR - SIDE WINDOWS,Vacant,1,,0,1,1,6549,S,LOOMIS,BLVD,60636,6549 S LOOMIS BLVD chicago IL 60636,1168121.71998016,1861321.09002052,41.77499930643109,-87.65923989421867,"41.77499930643109,-87.65923989421867"
11-00051889,01/11/2011,,,2,,2,,,2,,0,,0,5220,W,AINSLIE,ST,60630,5220 W AINSLIE ST chicago IL 60630,1140562.47572939,1932056.33949641,41.969654499566616,-87.75853326211242,"41.969654499566616,-87.75853326211242"
11-00051891,01/11/2011,Rear,,2,Open,1,"BACK DOOR, AND BASEMENT DOOR",Vacant,1,,0,1,1,945,N,LEAMINGTON,AVE,60651,945 N LEAMINGTON AVE chicago IL 60651,1141852.66950583,1905804.67969047,41.89759347796465,-87.75444090856512,"41.89759347796465,-87.75444090856512"
11-00051993,01/11/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,6835,S,HERMITAGE,AVE,60636,6835 S HERMITAGE AVE chicago IL 60636,1165858.54121228,1859366.71352858,41.76968462006581,-87.66759186626142,"41.76968462006581,-87.66759186626142"
11-00052080,01/11/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,5149,W,CONCORD,PL,60639,5149 W CONCORD PL chicago IL 60639,1141895.85917739,1910486.1800286,41.91043924833966,-87.75416618562419,"41.91043924833966,-87.75416618562419"
11-00052098,01/11/2011,Front,,2,Open,1,FRONT,Vacant,1,1,1,,0,913,N,TRUMBULL,AVE,60651,913 N TRUMBULL AVE chicago IL 60651,1153210.35468061,1905870.37907303,41.89755589159625,-87.71272338428061,"41.89755589159625,-87.71272338428061"
11-00052142,01/11/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,15,W,104TH,ST,60628,15 W 104TH ST chicago IL 60628,1177995.4816288,1836014.33839018,41.70533641428422,-87.62380910790746,"41.70533641428422,-87.62380910790746"
11-00052175,01/11/2011,Rear,,2,Open,1,SIDE DOOR,Vacant,1,,0,1,1,911,N,ASHLAND,AVE,60622,911 N ASHLAND AVE chicago IL 60622,1165564.53369138,1906083.91010406,41.897887642280196,-87.66734189764911,"41.897887642280196,-87.66734189764911"
11-00052414,01/11/2011,Rear,,2,Open,1,"REAR OF BLDG., 2ND FLOOR BACK DOOR",Vacant,1,,0,1,1,3309,W,CRYSTAL,ST,60651,3309 W CRYSTAL ST chicago IL 60651,1154076.00821723,1908126.26040924,41.9037290125879,-87.70948367299385,"41.9037290125879,-87.70948367299385"
11-00052832,01/11/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1046,N,MAYFIELD,AVE,60651,1046 N MAYFIELD AVE chicago IL 60651,1136838.18981662,1906369.93483161,41.89923597869989,-87.77284523125026,"41.89923597869989,-87.77284523125026"
11-00052884,01/11/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,2735,W,64TH,ST,60629,2735 W 64TH ST chicago IL 60629,1159130.32682126,1862070.43812661,41.77724429796123,-87.69218078459599,"41.77724429796123,-87.69218078459599"
11-00052991,01/11/2011,Front,,2,Boarded,0,TOOK THE BOARDS OFF THE FRONT,Vacant,1,,0,1,1,4919,S,CALUMET,AVE,60615,4919 S CALUMET AVE chicago IL 60615,1179264.49119001,1872478.25351771,41.80536868434111,-87.61805199667103,"41.80536868434111,-87.61805199667103"
11-00053230,01/11/2011,Front,,2,Open,1,,Vacant,1,,0,,0,5435,S,SEELEY,AVE,60609,5435 S SEELEY AVE chicago IL 60609,1163616.07838057,1868608.49678761,41.79509262660447,-87.67555262439804,"41.79509262660447,-87.67555262439804"
11-00053306,01/11/2011,Front,,2,Open,1,OPEN WINDOWS,Vacant,1,,0,1,1,5434,S,SEELEY,AVE,60609,5434 S SEELEY AVE chicago IL 60609,1163615.87838057,1868615.19678761,41.795111016443855,-87.67555316980744,"41.795111016443855,-87.67555316980744"
11-00053736,01/11/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,6144,S,ELLIS,AVE,60637,6144 S ELLIS AVE chicago IL 60637,1183946.70252528,1864473.61213376,41.78329507746755,-87.60112979430687,"41.78329507746755,-87.60112979430687"
11-00053802,01/11/2011,,,2,,2,,,2,,0,,0,1523,N,FAIRFIELD,AVE,60622,1523 N FAIRFIELD AVE chicago IL 60622,1157806.8721816,1910013.55950109,41.9088326474264,-87.6957277606245,"41.9088326474264,-87.6957277606245"
11-00053838,01/11/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,10227,S,AVENUE M,,60617,10227 S AVENUE M  chicago IL 60617,1201494.9689707,1837752.47726817,41.70954248775592,-87.53769930769091,"41.70954248775592,-87.53769930769091"
11-00053877,01/11/2011,Garage,,2,Open,1,,Vacant,1,,0,,0,10245,S,EBERHART,AVE,60628,10245 S EBERHART AVE chicago IL 60628,1181386.67759824,1837139.11028686,41.708345591223434,-87.61135646291616,"41.708345591223434,-87.61135646291616"
11-00054564,01/12/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,1514,S,KENNETH,AVE,60623,1514 S KENNETH AVE chicago IL 60623,1146967.13973026,1892242.20386892,41.8602802247204,-87.73600254690925,"41.8602802247204,-87.73600254690925"
11-00054773,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,9743,S,UNIVERSITY,AVE,60628,9743 S UNIVERSITY AVE chicago IL 60628,1185588.65558597,1840616.75447063,41.717790950214976,-87.59585962720188,"41.717790950214976,-87.59585962720188"
11-00054861,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,6002,S,PAULINA,ST,60636,6002 S PAULINA ST chicago IL 60636,1166037.98832443,1864899.22761822,41.784862739412425,-87.66677690061864,"41.784862739412425,-87.66677690061864"
11-00054985,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,7802,S,MARSHFIELD,AVE,60620,7802 S MARSHFIELD AVE chicago IL 60620,1166698.61851722,1852973.4575265,41.7521227729543,-87.66469466357421,"41.7521227729543,-87.66469466357421"
11-00055121,01/12/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,,0,649,N,LATROBE,AVE,60644,649 N LATROBE AVE chicago IL 60644,1141245.76017514,1903791.06579461,41.89207909652204,-87.75671974983717,"41.89207909652204,-87.75671974983717"
11-00055195,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,11320,S,ABERDEEN,ST,60643,11320 S ABERDEEN ST chicago IL 60643,1171019.55597616,1829637.58671978,41.68799248438795,-87.64953956440307,"41.68799248438795,-87.64953956440307"
11-00055205,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,309,W,113TH,ST,60628,309 W 113TH ST chicago IL 60628,1176213.11971962,1829996.7201983,41.688863300710224,-87.63051571385932,"41.688863300710224,-87.63051571385932"
11-00055288,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,35,W,11TH,PL,60605,35 W 11TH PL chicago IL 60605,1176127.6650038,1895488.75501494,41.868582374739525,-87.62886436820824,"41.868582374739525,-87.62886436820824"
11-00055387,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,1250,W,111TH,PL,60643,1250 W 111TH PL chicago IL 60643,1170315.75970278,1830848.59140262,41.691330979706336,-87.65208104040408,"41.691330979706336,-87.65208104040408"
11-00055614,01/12/2011,,,2,,2,,,2,,0,,0,10217,S,AVENUE L,,60617,10217 S AVENUE L  chicago IL 60617,1201824.58821974,1837823.60137314,41.70972929416165,-87.53648981820076,"41.70972929416165,-87.53648981820076"
11-00055745,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,35,W,111TH,PL,60628,35 W 111TH PL chicago IL 60628,1177978.93759574,1831032.97920664,41.69166723083777,-87.6240199173179,"41.69166723083777,-87.6240199173179"
11-00055918,01/12/2011,,,2,,2,,,2,,0,,0,2505,W,24TH,ST,60608,2505 W 24TH ST chicago IL 60608,1160096.55391337,1887995.53221023,41.84836614343106,-87.68792478724126,"41.84836614343106,-87.68792478724126"
11-00055921,01/12/2011,Front,,2,Open,1,BACKYARD HAS A VEHICLE ABANDON IN IT..CREATING A RODENT PROBLEM...,Vacant,1,,0,,0,5612,S,LOWE,AVE,60621,5612 S LOWE AVE chicago IL 60621,1172921.59709175,1867653.98986954,41.792272900390586,-87.64145744676425,"41.792272900390586,-87.64145744676425"
11-00056063,01/12/2011,Front,,2,Open,1,,Vacant,1,,0,,0,7433,S,KIMBARK,AVE,60619,7433 S KIMBARK AVE chicago IL 60619,1186165.89700328,1855974.13642275,41.75991962006498,-87.59326174316801,"41.75991962006498,-87.59326174316801"
11-00056220,01/12/2011,,,2,,2,,,2,,0,,0,6755,S,RIDGELAND,AVE,60649,6755 S RIDGELAND AVE chicago IL 60649,1189029.45747107,1860527.63481269,41.772346722718495,-87.58262129557826,"41.772346722718495,-87.58262129557826"
11-00056236,01/12/2011,,,2,,2,,,2,,0,,0,6838,S,EVANS,AVE,60637,6838 S EVANS AVE chicago IL 60637,1182393.83671055,1859835.03281854,41.770602524036114,-87.60696670151059,"41.770602524036114,-87.60696670151059"
11-00057037,01/12/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,503,W,65TH,ST,60621,503 W 65TH ST chicago IL 60621,1174051.72900759,1861805.96076625,41.776200238496315,-87.63748698441441,"41.776200238496315,-87.63748698441441"
11-00057866,01/12/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,6828,S,RACINE,AVE,60636,6828 S RACINE AVE chicago IL 60636,1169498.00407922,1859509.79482744,41.769999173353305,-87.65424705902682,"41.769999173353305,-87.65424705902682"
11-00057928,01/12/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,648,E,OAKWOOD,BLVD,60653,648 E OAKWOOD BLVD chicago IL 60653,1181190.01378907,1878809.51318729,41.82269797007284,-87.61079479281406,"41.82269797007284,-87.61079479281406"
11-00058361,01/12/2011,Garage,,2,Open,1,FRONT AND GARAGE,Vacant,1,,0,1,1,2315,N,MANGO,AVE,60639,2315 N MANGO AVE chicago IL 60639,1137671.32570297,1914808.01480164,41.92237608934258,-87.7695813851731,"41.92237608934258,-87.7695813851731"
11-00058377,01/12/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,2511,N,MCVICKER,AVE,60639,2511 N MCVICKER AVE chicago IL 60639,1135643.98563394,1916057.16746912,41.92584023976206,-87.77700079679973,"41.92584023976206,-87.77700079679973"
