request_number,date_received,location_on_lot,dangerous_or_hazardous,dangerous,open_or_boarded,open,entry_point,vacant_or_occupied,vacant_flag,vacant_due_to_fire,fire_flag,people_using_property,in_use_flag,address_street_num,address_street_dir,address_street_name,address_street_suffix,zip_code,full_address,x_coordinate,y_coordinate,latitude,longitude,location,the_geom,area_number,community_area,neigh_number,neighborhood
11-01330442,2011-05-02 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,9140,S,LEAVITT,ST,60620,9140 S LEAVITT ST chicago IL 60620,1163296.97039131,1843999.36468049,41.7275683585923,-87.6774109004324,"41.727568358592265,-87.67741090043238",01010000204FE58A009D906BF820C031415AB35B5D1F233C41,72,BEVERLY,14,Beverly
11-02449089,2011-06-03 00:00:00,,,2,,2,,,2,,0,,0,9216,S,PLEASANT,AVE,60620,9216 S PLEASANT AVE chicago IL 60620,1165391.57799681,1843522.99743311,41.7262170776328,-87.6697514394055,"41.72621707763279,-87.66975143940547",01010000204FE58A005499F7934FC83141BBC657FF42213C41,72,BEVERLY,14,Beverly
11-02615474,2011-06-07 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,2310,W,91ST,ST,60620,2310 W 91ST ST chicago IL 60620,1162516.29970811,1844247.41499271,41.7282653370157,-87.6802637438502,"41.728265337015735,-87.68026374385018",01010000204FE58A00B3ABB94C14BD314156F63C6A17243C41,72,BEVERLY,14,Beverly
11-02868608,2011-06-13 00:00:00,,,2,,2,,,2,,0,,0,1718,W,94TH,ST,60620,1718 W 94TH ST chicago IL 60620,1166578.14999602,1842363.99999008,41.7230114276201,-87.6654378543512,"41.72301142762007,-87.66543785435121",01010000204FE58A00A0236626F2CC31419259FFFFBB1C3C41,72,BEVERLY,14,Beverly
11-04035878,2011-10-28 00:00:00,Front,,2,Open,1,REAR SIDE DOOR,Vacant,1,,0,1,1,9325,S,DAMEN,AVE,60643,9325 S DAMEN AVE chicago IL 60643,1164543.19796556,1842804.3321673,41.7242628517725,-87.6728793361255,"41.724262851772494,-87.67287933612553",01010000204FE58A00F6DEAD32FFC431418AEA0855741E3C41,72,BEVERLY,14,Beverly
12-00145949,2012-02-02 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,1700,W,95TH,ST,60643,1700 W 95TH ST chicago IL 60643,1166727.49679153,1841698.77229701,41.7211827591534,-87.6649097297141,"41.721182759153386,-87.66490972971414",01010000204FE58A00CEBA2D7F87CD3141C141B5C5221A3C41,72,BEVERLY,14,Beverly
12-00145957,2012-02-02 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,2121,W,95TH,ST,60643,2121 W 95TH ST chicago IL 60643,1163776.999576,1841621.27861264,41.7210324603098,-87.6757190157852,"41.721032460309786,-87.67571901578525",01010000204FE58A007636E4FF00C2314171285347D5193C41,72,BEVERLY,14,Beverly
11-00292983,2011-02-19 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,9856,S,HOYNE,AVE,60643,9856 S HOYNE AVE chicago IL 60643,1164098.82123409,1839264.17751919,41.7145574413476,-87.6746063024422,"41.71455744134762,-87.67460630244223",01010000204FE58A00B7653CD242C33141CBE5712DA0103C41,72,BEVERLY,14,Beverly
11-03682932,2011-08-29 00:00:00,Front,,2,Open,1,ALL AROUND,Vacant,1,1,1,,0,9854,S,CHARLES,ST,60643,9854 S CHARLES ST chicago IL 60643,1167538.06417777,1839494.23151597,41.7151158496205,-87.6620037432605,"41.715115849620524,-87.66200374326054",01010000204FE58A004FF46D10B2D0314170A1443B86113C41,72,BEVERLY,14,Beverly
11-03708831,2011-09-01 00:00:00,Front,,2,Open,1,ALL AROUND//BROKEN FRONT WINDOW,Vacant,1,,0,,0,9725,S,WESTERN,AVE,60643,9725 S WESTERN AVE chicago IL 60643,1162089.86028102,1840083.1600315,41.716846807905,-87.6819413115981,"41.71684680790504,-87.68194131159811",01010000204FE58A007E603BDC69BB31410BD3F728D3133C41,72,BEVERLY,14,Beverly
11-04147527,2011-11-20 00:00:00,Rear,,2,Boarded,0,REAR WINDOW,Vacant,1,,0,1,1,9854,S,HOYNE,AVE,60643,9854 S HOYNE AVE chicago IL 60643,1164098.42123409,1839277.57751919,41.7145942215355,-87.6746073919497,"41.714594221535506,-87.6746073919497",01010000204FE58A0051FFD56B42C33141324CD893AD103C41,72,BEVERLY,14,Beverly
11-04168651,2011-11-25 00:00:00,Front,,2,Boarded,0,SIDE,Vacant,1,,0,,0,9900,S,LONGWOOD,DR,60643,9900 S LONGWOOD DR chicago IL 60643,1165649.93639172,1839023.78419821,41.7138650580259,-87.6689322383574,"41.71386505802593,-87.66893223835741",01010000204FE58A00265EB7EF51C93141C236C1C8AF0F3C41,72,BEVERLY,14,Beverly
12-00578917,2012-03-07 00:00:00,Front,,2,Open,1,WINDOWS,Vacant,1,,0,,0,4155,W,ADDISON,ST,60641,4155 W ADDISON ST chicago IL 60641,1148033.6400236,1923605.04068806,41.9463226546059,-87.7312796823035,"41.946322654605886,-87.73127968230351",01010000204FE58A002F96D8A3818431415F886A0A155A3D41,16,IRVING PARK,187,South Old Irving Park
11-02914927,2011-06-14 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,4109,W,EDDY,ST,60641,4109 W EDDY ST chicago IL 60641,1148504.82916576,1923340.56939279,41.9455878287756,-87.7295545746898,"41.94558782877555,-87.72955457468983",01010000204FE58A000E3544D458863141D4B9C3910C593D41,16,IRVING PARK,187,South Old Irving Park
11-00799503,2011-04-13 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,3507,N,MILWAUKEE,AVE,60641,3507 N MILWAUKEE AVE chicago IL 60641,1147734.19640071,1922867.77157579,41.9443052931101,-87.7323993503992,"41.94430529311009,-87.73239935039919",01010000204FE58A002251473256833141B0FD85C533573D41,16,IRVING PARK,187,South Old Irving Park
11-00679598,2011-04-07 00:00:00,Front,,2,Open,1,REAR DOORS & WINDOWS BOARDS HAVE BEEN RMVD,Vacant,1,1,1,1,1,3334,N,MILWAUKEE,AVE,60641,3334 N MILWAUKEE AVE chicago IL 60641,1148887.54220369,1921940.87750386,41.9417395532315,-87.7281841697754,"41.94173955323151,-87.72818416977539",01010000204FE58A006CDCCD8AD7873141CD17A4E094533D41,16,IRVING PARK,187,South Old Irving Park
11-04300107,2011-12-27 00:00:00,Front,,2,Open,1,"FRONT AND REAR DOORS ARE OPEN, GATE IS MISSING",Vacant,1,,0,,0,4127,W,NEWPORT,AVE,60641,4127 W NEWPORT AVE chicago IL 60641,1148464.40318553,1922743.46218663,41.9439500988275,-87.7297186228741,"41.943950098827514,-87.72971862287407",01010000204FE58A00BA2A376730863141ECDC5176B7563D41,16,IRVING PARK,187,South Old Irving Park
11-00016246,2011-01-04 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7354,S,CRANDON,AVE,60649,7354 S CRANDON AVE chicago IL 60649,1192818.82150668,1856646.07990929,41.7616038377508,-87.568857306213,"41.76160383775079,-87.56885730621299",01010000204FE58A0004434ED2723332416BEF741486543C41,43,SOUTH SHORE,188,South Shore
11-00026683,2011-01-06 00:00:00,Front,,2,Open,1,REAR AND FRONT DOOR,Vacant,1,,0,,0,7362,S,COLES,AVE,60649,7362 S COLES AVE chicago IL 60649,1194986.33568843,1856912.63987331,41.7622821637786,-87.5609045453683,"41.76228216377857,-87.56090454536827",01010000204FE58A004CADEF55EA3B3241BCBCCEA390553C41,43,SOUTH SHORE,188,South Shore
11-00128134,2011-01-26 00:00:00,Front,,2,Open,1,REAR,Vacant,1,,0,,0,2422,E,73RD,ST,60649,2422 E 73RD ST chicago IL 60649,1193700.46012244,1857027.68726784,41.7626294511783,-87.5656135958575,"41.76262945117833,-87.5656135958575",01010000204FE58A009095CA75E436324100C9F0AF03563C41,43,SOUTH SHORE,188,South Shore
11-00159208,2011-02-02 00:00:00,Front,,2,Open,1,FRONT & REAR,Vacant,1,,0,,0,7144,S,CORNELL,AVE,60649,7144 S CORNELL AVE chicago IL 60649,1188470.69826661,1857924.03280021,41.7652155845721,-87.5847525782616,"41.765215584572104,-87.58475257826163",01010000204FE58A00BE99C1B2762232413598650884593C41,43,SOUTH SHORE,188,South Shore
11-00213178,2011-02-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7200,S,EXCHANGE,AVE,60649,7200 S EXCHANGE AVE chicago IL 60649,1193819.59471786,1857696.57999548,41.7644620241419,-87.5651550640794,"41.764462024141864,-87.56515506407942",01010000204FE58A00FF6D3F985B37324172957A94A0583C41,43,SOUTH SHORE,188,South Shore
11-00213257,2011-02-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7215,S,PHILLIPS,AVE,60649,7215 S PHILLIPS AVE chicago IL 60649,1193686.24150655,1857588.85586898,41.764169688094,-87.5656473523879,"41.76416968809401,-87.56564735238794",01010000204FE58A008E5FD33DD6363241BF3A1ADB34583C41,43,SOUTH SHORE,188,South Shore
11-00213305,2011-02-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,7200,S,COLES,AVE,60649,7200 S COLES AVE chicago IL 60649,1194239.56837801,1857950.69282847,41.7651490259017,-87.5636074479344,"41.765149025901685,-87.5636074479344",01010000204FE58A00A5388191FF383241E4345DB19E593C41,43,SOUTH SHORE,188,South Shore
11-00286363,2011-02-18 00:00:00,Front,,2,Open,1,ALL,Vacant,1,,0,1,1,7135,S,PAXTON,AVE,60649,7135 S PAXTON AVE chicago IL 60649,1192122.32889615,1858062.53962106,41.7655076714911,-87.5713639848446,"41.76550767149109,-87.5713639848446",01010000204FE58A00C0893254BA303241159B248A0E5A3C41,43,SOUTH SHORE,188,South Shore
11-00293743,2011-02-19 00:00:00,Front,,2,Open,1,"FRONT,AND SIDE",Vacant,1,1,1,1,1,1853,E,71ST,ST,60649,1853 E 71ST ST chicago IL 60649,1189936.37509342,1858239.3684219,41.7660457631714,-87.579370385223,"41.76604576317145,-87.579370385223",01010000204FE58A00541F066030283241CCE5505EBF5A3C41,43,SOUTH SHORE,188,South Shore
11-00324592,2011-02-25 00:00:00,,,2,,2,,,2,,0,,0,2211,E,71ST,ST,60649,2211 E 71ST ST chicago IL 60649,1192227.62889615,1858289.13962106,41.766126919006,-87.5709706724778,"41.76612691900597,-87.57097067247781",01010000204FE58A008D56FFA023313241AF34BE23F15A3C41,43,SOUTH SHORE,188,South Shore
11-00360957,2011-03-03 00:00:00,Front,,2,Boarded,0,THE BUILDING SITS WITH DANGEROUS MASONRY CONDITIONS NO WORK IN PROGRESS,Vacant,1,,0,,0,6949,S,STONY ISLAND,AVE,60649,6949 S STONY ISLAND AVE chicago IL 60649,1188122.54617188,1859151.2798882,41.7685915637177,-87.5859895577763,"41.76859156371771,-87.58598955777634",01010000204FE58A009BEBD18B1A213241CAC0A6474F5E3C41,43,SOUTH SHORE,188,South Shore
11-00362873,2011-03-04 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,7025,S,CHAPPEL,AVE,60649,7025 S CHAPPEL AVE chicago IL 60649,1191095.35167304,1858691.06659581,41.7672573025727,-87.5751078092829,"41.767257302572695,-87.57510780928287",01010000204FE58A008E3E075AB72C32414A6C0C11835C3C41,43,SOUTH SHORE,188,South Shore
11-00365971,2011-03-04 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7240,S,OGLESBY,AVE,60649,7240 S OGLESBY AVE chicago IL 60649,1193131.86416748,1857408.64679235,41.7636887397929,-87.5676851198503,"41.76368873979292,-87.56768511985031",01010000204FE58A0079143ADDAB343241F72E94A580573C41,43,SOUTH SHORE,188,South Shore
11-00438558,2011-03-17 00:00:00,Front,,2,Boarded,0,FRONT  DOOR HAS BEEN KICKED IN AND PEOPLE R LIVING IN THERE,Vacant,1,,0,1,1,7335,S,KINGSTON,AVE,60649,7335 S KINGSTON AVE chicago IL 60649,1194211.86771078,1856754.50398481,41.7618672757894,-87.5637482029602,"41.761867275789434,-87.5637482029602",01010000204FE58A002E4B22DEE338324105260581F2543C41,43,SOUTH SHORE,188,South Shore
11-00453962,2011-03-21 00:00:00,Rear,,2,Open,1,,Vacant,1,,0,1,1,7347,S,KINGSTON,AVE,60649,7347 S KINGSTON AVE chicago IL 60649,1194238.86771078,1856684.70398481,41.7616750764973,-87.5636515359359,"41.76167507649735,-87.56365153593586",01010000204FE58A002E4B22DEFE383241385938B4AC543C41,43,SOUTH SHORE,188,South Shore
11-00518547,2011-03-29 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7125,S,MERRILL,AVE,60649,7125 S MERRILL AVE chicago IL 60649,1191786.88441019,1858202.78170714,41.7659006544703,-87.5725889273035,"41.76590065447034,-87.57258892730349",01010000204FE58A00CAB468E26A2F324189F51DC89A5A3C41,43,SOUTH SHORE,188,South Shore
11-00778694,2011-04-12 00:00:00,,,2,,2,,,2,,0,,0,7220,S,RIDGELAND,AVE,60649,7220 S RIDGELAND AVE chicago IL 60649,1189121.61251675,1857363.08997169,41.7636607400278,-87.5823847676535,"41.76366074002776,-87.58238476765345",01010000204FE58A00D2E5CD9C012532417A62081753573C41,43,SOUTH SHORE,188,South Shore
11-00805286,2011-04-13 00:00:00,Front,,2,Open,1,2ND FLOOR IS NOT BOARDED AND THEN STEADY BREAKING THE WINDOWS,Vacant,1,1,1,,0,7305,S,YATES,BLVD,60649,7305 S YATES BLVD chicago IL 60649,1193472.98679705,1856988.59007589,41.7625277335432,-87.5664485821036,"41.76252773354321,-87.56644858210363",01010000204FE58A0042BB9EFC00363241AA360F97DC553C41,43,SOUTH SHORE,188,South Shore
11-00920738,2011-04-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,7004,S,CORNELL,AVE,60649,7004 S CORNELL AVE chicago IL 60649,1188561.99987834,1858856.75010941,41.7677728595738,-87.5843881678671,"41.767772859573775,-87.58438816786712",01010000204FE58A00E206F8FFD1223241982B07C0285D3C41,43,SOUTH SHORE,188,South Shore
11-00924287,2011-04-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7121,S,BENNETT,AVE,60649,7121 S BENNETT AVE chicago IL 60649,1189939.37509342,1858104.5684219,41.7656757886884,-87.5793637203368,"41.76567578868836,-87.57936372033676",01010000204FE58A00541F066033283241FF188491385A3C41,43,SOUTH SHORE,188,South Shore
11-01037967,2011-04-22 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7252,S,RIDGELAND,AVE,60649,7252 S RIDGELAND AVE chicago IL 60649,1189128.51251675,1857145.78997169,41.7630642849262,-87.5823664312963,"41.76306428492617,-87.58236643129632",01010000204FE58A00384C348308253241AD953BCA79563C41,43,SOUTH SHORE,188,South Shore
11-01697106,2011-05-13 00:00:00,Front,,2,Open,1,REAR WINDOWS,Vacant,1,,0,,0,7344,S,YATES,BLVD,60649,7344 S YATES BLVD chicago IL 60649,1193479.48679705,1856727.79007589,41.7618119194933,-87.5664332809382,"41.76181191949332,-87.56643328093817",01010000204FE58A0042BB9E7C07363241DD6942CAD7543C41,43,SOUTH SHORE,188,South Shore
11-01915605,2011-05-19 00:00:00,,,2,,2,,,2,,0,,0,7008,S,CORNELL,AVE,60649,7008 S CORNELL AVE chicago IL 60649,1188563.29987834,1858812.05010941,41.7676501679213,-87.5843848295478,"41.76765016792131,-87.58438482954779",01010000204FE58A00AFD3C44CD322324165F8D30CFC5C3C41,43,SOUTH SHORE,188,South Shore
11-02042651,2011-05-23 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,7208,S,CORNELL,AVE,60649,7208 S CORNELL AVE chicago IL 60649,1188482.06407395,1857516.85183176,41.7640979733518,-87.5847239085967,"41.764097973351795,-87.5847239085967",01010000204FE58A0080266710822232416FA511DAEC573C41,43,SOUTH SHORE,188,South Shore
11-02374936,2011-06-01 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,7004,S,CHAPPEL,AVE,60649,7004 S CHAPPEL AVE chicago IL 60649,1191089.25167304,1858917.36659581,41.7678784352095,-87.5751228558909,"41.76787843520948,-87.5751228558909",01010000204FE58A00F4A46D40B12C32411739D95D655D3C41,43,SOUTH SHORE,188,South Shore
11-02677229,2011-06-08 00:00:00,Front,,2,Open,1,FRONT WINDOW,Vacant,1,,0,1,1,2310,E,70TH,ST,60649,2310 E 70TH ST chicago IL 60649,1192647.97598049,1858993.78987155,41.7680502986499,-87.5694070411487,"41.768050298649925,-87.5694070411487",01010000204FE58A007EDBD9F9C73232419B0535CAB15D3C41,43,SOUTH SHORE,188,South Shore
11-03228884,2011-06-23 00:00:00,Rear,,2,Open,1,,Vacant,1,,0,,0,7335,S,CLYDE,AVE,60649,7335 S CLYDE AVE chicago IL 60649,1191491.19989004,1856742.50231408,41.7619007023771,-87.5737199591021,"41.76190070237711,-87.57371995910212",01010000204FE58A0061FE2B33432E3241D2A79780E6543C41,43,SOUTH SHORE,188,South Shore
11-03259191,2011-06-28 00:00:00,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,2420,E,73RD,ST,60649,2420 E 73RD ST chicago IL 60649,1193472.18679705,1857021.99007589,41.7626194052481,-87.566450422811,"41.762619405248145,-87.56645042281102",01010000204FE58A0075EED12F00363241109D75FDFD553C41,43,SOUTH SHORE,188,South Shore
11-03262548,2011-06-28 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,7347,S,PHILLIPS,AVE,60649,7347 S PHILLIPS AVE chicago IL 60649,1193912.56012244,1856718.88726784,41.7617768836484,-87.5648463430393,"41.7617768836484,-87.56484634303933",01010000204FE58A002A2F648FB837324134FC23E3CE543C41,43,SOUTH SHORE,188,South Shore
11-03427833,2011-07-21 00:00:00,Rear,,2,Open,1,OPEN,Vacant,1,,0,,0,7207,S,OGLESBY,AVE,60649,7207 S OGLESBY AVE chicago IL 60649,1193126.86416748,1857629.34679235,41.7642944794864,-87.5676962455225,"41.76429447948636,-87.56769624552247",01010000204FE58A0079143ADDA63432412A62C7585D583C41,43,SOUTH SHORE,188,South Shore
11-03480734,2011-07-28 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,7300,S,LUELLA,AVE,60649,7300 S LUELLA AVE chicago IL 60649,1192479.78847517,1856999.09822564,41.7625808089891,-87.5700883918274,"41.76258080898911,-87.57008839182741",01010000204FE58A003D82D9C91F323241C7502519E7553C41,43,SOUTH SHORE,188,South Shore
11-03510882,2011-08-02 00:00:00,Front,,2,Boarded,0,FRONT DOOR,Vacant,1,,0,1,1,7001,S,EAST END,AVE,60649,7001 S EAST END AVE chicago IL 60649,1188987.21020213,1858900.4668052,41.7678826510946,-87.5828282076995,"41.76788265109461,-87.58282820769954",01010000204FE58A008ACECF357B243241AC8B8077545D3C41,43,SOUTH SHORE,188,South Shore
11-03510893,2011-08-02 00:00:00,Front,,2,Open,1,DOORS,Vacant,1,,0,1,1,7007,S,EAST END,AVE,60649,7007 S EAST END AVE chicago IL 60649,1188988.71020213,1858838.7668052,41.7677133052103,-87.5828246829921,"41.767713305210314,-87.58282468299211",01010000204FE58A008ACECFB57C24324178584DC4165D3C41,43,SOUTH SHORE,188,South Shore
11-03510910,2011-08-02 00:00:00,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,7011,S,EAST END,AVE,60649,7011 S EAST END AVE chicago IL 60649,1188989.81020213,1858797.6668052,41.7676004970264,-87.5828219655897,"41.767600497026415,-87.58282196558967",01010000204FE58A00236869CF7D243241DFBEB3AAED5C3C41,43,SOUTH SHORE,188,South Shore
11-03541903,2011-08-05 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,7223,S,RIDGELAND,AVE,60649,7223 S RIDGELAND AVE chicago IL 60649,1189122.51251675,1857329.78997169,41.7635693404203,-87.5823825345371,"41.76356934042031,-87.58238253453709",01010000204FE58A00384C348302253241AD953BCA31573C41,43,SOUTH SHORE,188,South Shore
11-03621270,2011-08-18 00:00:00,Rear,,2,Open,1,,Vacant,1,,0,,0,7333,S,KINGSTON,AVE,60649,7333 S KINGSTON AVE chicago IL 60649,1194207.36771078,1856766.10398481,41.7618992175276,-87.5637643152793,"41.76189921752757,-87.56376431527926",01010000204FE58A002E4B225EDF3832419EBF9E1AFE543C41,43,SOUTH SHORE,188,South Shore
11-03703488,2011-08-31 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,2046,E,73RD,ST,60649,2046 E 73RD ST chicago IL 60649,1191216.63020124,1856970.3462061,41.7625325735288,-87.5747189059977,"41.76253257352881,-87.57471890599767",01010000204FE58A0054DE54A1302D324185F6A058CA553C41,43,SOUTH SHORE,188,South Shore
11-03708617,2011-09-01 00:00:00,Rear,,2,Boarded,0,,Vacant,1,,0,1,1,7154,S,EUCLID,AVE,60649,7154 S EUCLID AVE chicago IL 60649,1190280.67821366,1857899.71612952,41.7651054407642,-87.5781193456267,"41.7651054407642,-87.57811934562669",01010000204FE58A0011699FAD88293241A44354B76B593C41,43,SOUTH SHORE,188,South Shore
11-03728068,2011-09-06 00:00:00,,,2,,2,,,2,,0,,0,2335,E,70TH,ST,60649,2335 E 70TH ST chicago IL 60649,1192932.88272448,1858999.65030758,41.7680594314726,-87.5683625546011,"41.7680594314726,-87.5683625546011",01010000204FE58A00453BFAE1E4333241BC8E7AA6B75D3C41,43,SOUTH SHORE,188,South Shore
11-03730490,2011-09-06 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,7350,S,CRANDON,AVE,60649,7350 S CRANDON AVE chicago IL 60649,1192810.03298481,1857006.6427336,41.7625934644568,-87.5688777724552,"41.76259346445681,-87.56887777245515",01010000204FE58A0048B171086A33324170308AA4EE553C41,43,SOUTH SHORE,188,South Shore
11-03754538,2011-09-09 00:00:00,Front,,2,Boarded,0,FRONT,Vacant,1,,0,1,1,7107,S,BENNETT,AVE,60649,7107 S BENNETT AVE chicago IL 60649,1189937.37509342,1858194.4684219,41.7659225298158,-87.5793681625183,"41.765922529815775,-87.57936816251826",01010000204FE58A00541F066031283241657FEA77925A3C41,43,SOUTH SHORE,188,South Shore
11-03809402,2011-09-19 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,2616,E,74TH,ST,60649,2616 E 74TH ST chicago IL 60649,1194911.0345919,1856507.73660319,41.7611729348686,-87.5611938490999,"41.761172934868604,-87.56119384909988",01010000204FE58A00C703DB089F3B3241D30692BCFB533C41,43,SOUTH SHORE,188,South Shore
11-03859294,2011-09-27 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,2614,E,74TH,ST,60649,2614 E 74TH ST chicago IL 60649,1194893.9345919,1856496.23660319,41.761141799205,-87.5612568988291,"41.76114179920499,-87.56125689882909",01010000204FE58A002E6A41EF8D3B3241D306923CF0533C41,43,SOUTH SHORE,188,South Shore
11-03930066,2011-10-11 00:00:00,,,2,,2,,,2,,0,,0,7203,S,OGLESBY,AVE,60649,7203 S OGLESBY AVE chicago IL 60649,1193126.26416748,1857656.04679235,41.7643677609657,-87.5676975735646,"41.76436776096572,-87.56769757356463",01010000204FE58A00DF7AA043A63432415D95FA0B78583C41,43,SOUTH SHORE,188,South Shore
11-03941217,2011-10-12 00:00:00,Rear,,2,Open,1,,Vacant,1,1,1,1,1,7340,S,STONY ISLAND,AVE,60649,7340 S STONY ISLAND AVE chicago IL 60649,1188195.62590742,1856525.93988122,41.7613856596645,-87.5858053190961,"41.76138565966453,-87.58580531909607",01010000204FE58A00FB773BA0632132413E0E9CF00D543C41,43,SOUTH SHORE,188,South Shore
11-03987949,2011-10-20 00:00:00,Rear,,2,Open,1,ALL OVER,Vacant,1,,0,1,1,7142,S,LUELLA,AVE,60649,7142 S LUELLA AVE chicago IL 60649,1192454.72003047,1858025.49230867,41.7653979242896,-87.570146892748,"41.76539792428958,-87.57014689274804",01010000204FE58A00B9EA53B806323241E5F0077EE9593C41,43,SOUTH SHORE,188,South Shore
11-04015612,2011-10-25 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,2421,E,73RD,ST,60649,2421 E 73RD ST chicago IL 60649,1193690.16012244,1857027.48726784,41.7626291546144,-87.5656513527542,"41.76262915461438,-87.56565135275422",01010000204FE58A00C3C8FD28DA363241CD95BD7C03563C41,43,SOUTH SHORE,188,South Shore
11-04022263,2011-10-26 00:00:00,Garage,,2,Open,1,,Vacant,1,,0,,0,7242,S,YATES,BLVD,60649,7242 S YATES BLVD chicago IL 60649,1193463.0323773,1857402.87010405,41.7636647927908,-87.5664715293387,"41.76366479279082,-87.56647152933866",01010000204FE58A00F5E04908F73532419723BFDE7A573C41,43,SOUTH SHORE,188,South Shore
11-04052393,2011-11-01 00:00:00,,,2,,2,,,2,,0,,0,7144,S,LUELLA,AVE,60649,7144 S LUELLA AVE chicago IL 60649,1192455.02003047,1858012.69230867,41.7653627928013,-87.5701462094444,"41.765362792801255,-87.57014620944442",01010000204FE58A0086B720050732324118243BB1DC593C41,43,SOUTH SHORE,188,South Shore
11-04081387,2011-11-07 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,7100,S,SOUTH SHORE,DR,60649,7100 S SOUTH SHORE DR chicago IL 60649,1194451.93566843,1858366.78277542,41.7662855891106,-87.5628154125169,"41.76628558911062,-87.56281541251687",01010000204FE58A005BF787EFD33932414DF863C83E5B3C41,43,SOUTH SHORE,188,South Shore
11-04237809,2011-12-11 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7240,S,EAST END,AVE,60649,7240 S EAST END AVE chicago IL 60649,1188788.75712122,1857309.56501403,41.7635218304989,-87.5836064447028,"41.76352183049893,-87.58360644470284",01010000204FE58A003FB2D2C1B42332416DC2A4901D573C41,43,SOUTH SHORE,188,South Shore
11-04245843,2011-12-13 00:00:00,Front,,2,Open,1,,Vacant,1,1,1,,0,7317,S,EUCLID,AVE,60649,7317 S EUCLID AVE chicago IL 60649,1190308.48018063,1856834.38400153,41.7621814113898,-87.5780517304605,"41.762181411389776,-87.57805173046046",01010000204FE58A00261EED7AA42932419DEC4D6242553C41,43,SOUTH SHORE,188,South Shore
11-04276046,2011-12-19 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,7246,S,COLES,AVE,60649,7246 S COLES AVE chicago IL 60649,1194447.64166707,1857663.44581669,41.7643556872596,-87.5628542433658,"41.76435568725956,-87.56285424336578",01010000204FE58A00094B44A4CF393241E80A21727F583C41,43,SOUTH SHORE,188,South Shore
11-04280387,2011-12-20 00:00:00,Front,,2,Open,1,,Occupied,0,,0,1,1,7250,S,SOUTH SHORE,DR,60649,7250 S SOUTH SHORE DR chicago IL 60649,1194860.04037768,1857825.39988211,41.7647899541742,-87.5613374011937,"41.76478995417418,-87.5613374011937",01010000204FE58A000F31560A6C3B324189AC5E6621593C41,43,SOUTH SHORE,188,South Shore
11-04300949,2011-12-27 00:00:00,Front,,2,Open,1,GARAGE,Vacant,1,,0,,0,7220,S,EAST END,AVE,60649,7220 S EAST END AVE chicago IL 60649,1188784.85712122,1857443.46501403,41.7638893569205,-87.5836164613312,"41.76388935692047,-87.58361646133118",01010000204FE58A00D94B6CDBB0233241D3280B77A3573C41,43,SOUTH SHORE,188,South Shore
12-00048472,2012-01-11 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,7211,S,CORNELL,AVE,60649,7211 S CORNELL AVE chicago IL 60649,1188482.66407395,1857496.75183176,41.7640428028792,-87.5847223506474,"41.76404280287919,-87.58472235064737",01010000204FE58A0019C000AA82223241D50B78C0D8573C41,43,SOUTH SHORE,188,South Shore
12-00089968,2012-01-20 00:00:00,,,2,,2,,,2,,0,,0,7139,S,CORNELL,AVE,60649,7139 S CORNELL AVE chicago IL 60649,1188469.79826661,1857956.13280021,41.7653036912321,-87.5847548530436,"41.76530369123209,-87.58475485304363",01010000204FE58A0057335BCC75223241CF31FF21A4593C41,43,SOUTH SHORE,188,South Shore
