request_number,date_received,location_on_lot,dangerous_or_hazardous,dangerous,open_or_boarded,open,entry_point,vacant_or_occupied,vacant_flag,vacant_due_to_fire,fire_flag,people_using_property,in_use_flag,address_street_num,address_street_dir,address_street_name,address_street_suffix,zip_code,full_address,x_coordinate,y_coordinate,latitude,longitude,location,the_geom,area_number,community_area,neigh_number,neighborhood
11-03030378,2011-06-17 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,6040,S,MARSHFIELD,AVE,60636,6040 S MARSHFIELD AVE chicago IL 60636,1166375.29037872,1864652.38640976,41.7841781941923,-87.6655472353158,"41.7841781941923,-87.66554723531578",01010000204FE58A008242564A27CC314102C0EB62CC733C41,67,WEST ENGLEWOOD,208,West Englewood
11-03219846,2011-06-22 00:00:00,Rear,,2,Open,1,BOTH WAYS,Vacant,1,,0,,0,5947,S,HONORE,ST,60636,5947 S HONORE ST chicago IL 60636,1165037.09171966,1865235.78968187,41.7858075421056,-87.6704371063283,"41.785807542105566,-87.67043710632828",01010000204FE58A008CF07A17EDC631414E9728CA13763C41,67,WEST ENGLEWOOD,208,West Englewood
11-03313264,2011-07-06 00:00:00,Front,,2,Open,1,ALL WINDOWS HAVE BEEN REMOVED AND ALL DOORS REMOVED,Vacant,1,,0,1,1,5948,S,MARSHFIELD,AVE,,5948 S MARSHFIELD AVE chicago IL,1166359.65979085,1865261.87368622,41.7858510363709,-87.6655871888894,"41.78585103637088,-87.66558718888942",01010000204FE58A009B0DE8A817CC31416EE6A9DF2D763C41,67,WEST ENGLEWOOD,208,West Englewood
11-03471669,2011-07-27 00:00:00,Front,,2,Open,1,"FRONT/REAR DOORS, WINDOWS",Vacant,1,,0,1,1,6018,S,PAULINA,ST,60636,6018 S PAULINA ST chicago IL 60636,1166040.88832443,1864791.92761822,41.7845682330569,-87.6667693177884,"41.78456823305692,-87.66676931778841",01010000204FE58A00D73A69E3D8CA31413E6378ED57743C41,67,WEST ENGLEWOOD,208,West Englewood
11-03605309,2011-08-16 00:00:00,Front,,2,Open,1,2FLT BLDG.. -- GOING IN THRU THE FRONT.. BLDG HAS ALREADY BEEN STRIPPED .. NOW USING IT TO DO DRUGS..,Vacant,1,,0,1,1,5949,S,MARSHFIELD,AVE,60636,5949 S MARSHFIELD AVE chicago IL 60636,1166359.85979085,1865255.17368622,41.785832646476,-87.6655866463732,"41.785832646475974,-87.66558664637323",01010000204FE58A00CE401BDC17CC31413BB3762C27763C41,67,WEST ENGLEWOOD,208,West Englewood
11-03606668,2011-08-16 00:00:00,Front,,2,Open,1,NOT BOARDED UP AT ALL,Vacant,1,,0,1,1,5943,S,HERMITAGE,AVE,60636,5943 S HERMITAGE AVE chicago IL 60636,1165697.5499076,1865279.3519159,41.7859130837246,-87.6680143101576,"41.78591308372458,-87.66801431015764",01010000204FE58A0096BEC68C81C931411129175A3F763C41,67,WEST ENGLEWOOD,208,West Englewood
11-03614144,2011-08-17 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,6039,S,PAULINA,ST,60636,6039 S PAULINA ST chicago IL 60636,1166044.68832443,1864651.02761822,41.7841815049168,-87.6667593902715,"41.784181504916816,-87.66675939027147",01010000204FE58A00A40736B0DCCA3141D8FC1107CB733C41,67,WEST ENGLEWOOD,208,West Englewood
11-03700651,2011-08-31 00:00:00,Rear,,2,Open,1,,Vacant,1,1,1,1,1,6008,S,WINCHESTER,AVE,60636,6008 S WINCHESTER AVE chicago IL 60636,1164386.50443065,1864817.26878045,41.7846728064441,-87.6728342645517,"41.784672806444135,-87.67283426455165",01010000204FE58A00F95D228162C43141ABCBCE4471743C41,67,WEST ENGLEWOOD,208,West Englewood
11-03768047,2011-09-12 00:00:00,Rear,,2,Open,1,ALL AROUND,Vacant,1,,0,,0,5948,S,MARSHFIELD,AVE,60636,5948 S MARSHFIELD AVE chicago IL 60636,1166359.65979085,1865261.87368622,41.7858510363709,-87.6655871888894,"41.78585103637088,-87.66558718888942",01010000204FE58A009B0DE8A817CC31416EE6A9DF2D763C41,67,WEST ENGLEWOOD,208,West Englewood
11-03798825,2011-09-16 00:00:00,Rear,,2,Open,1,REAR ENTRANCE,Vacant,1,,0,1,1,6031,S,PAULINA,ST,60636,6031 S PAULINA ST chicago IL 60636,1166043.28832443,1864704.72761822,41.7843288942489,-87.666762996905,"41.784328894248944,-87.66676299690498",01010000204FE58A003DA1CF49DBCA31410B3045BA00743C41,67,WEST ENGLEWOOD,208,West Englewood
11-03804442,2011-09-19 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6004,S,WOOD,ST,60636,6004 S WOOD ST chicago IL 60636,1165377.94768781,1864869.66947553,41.7847956437508,-87.6691977313998,"41.78479564375081,-87.66919773139982",01010000204FE58A0017AB9BF241C8314193BF62ABA5743C41,67,WEST ENGLEWOOD,208,West Englewood
11-04040469,2011-10-31 00:00:00,Garage,,2,Open,1,,Vacant,1,,0,1,1,6042,S,MARSHFIELD,AVE,60636,6042 S MARSHFIELD AVE chicago IL 60636,1166375.69037872,1864638.98640976,41.7841414143917,-87.6655461503222,"41.78414141439174,-87.66554615032223",01010000204FE58A00E8A8BCB027CC31419C5985FCBE733C41,67,WEST ENGLEWOOD,208,West Englewood
11-04040471,2011-10-31 00:00:00,Rear,,2,Open,1,,Vacant,1,,0,,0,6041,S,PAULINA,ST,60636,6041 S PAULINA ST chicago IL 60636,1166045.08832443,1864637.62761822,41.7841447251227,-87.6667583045849,"41.78414472512267,-87.66675830458493",01010000204FE58A000A6E9C16DDCA31417196ABA0BD733C41,67,WEST ENGLEWOOD,208,West Englewood
11-04264917,2011-12-16 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,6002,S,WINCHESTER,AVE,60636,6002 S WINCHESTER AVE chicago IL 60636,1164385.40443065,1864857.46878045,41.7847831436111,-87.6728371654063,"41.78478314361105,-87.67283716540632",01010000204FE58A005FC4886761C43141DEFE017899743C41,67,WEST ENGLEWOOD,208,West Englewood
12-00119339,2012-01-27 00:00:00,,,2,,2,,,2,,0,,0,6043,S,WINCHESTER,AVE,60636,6043 S WINCHESTER AVE chicago IL 60636,1164393.00443065,1864582.76878045,41.7840291711716,-87.6728170375168,"41.7840291711716,-87.67281703751678",01010000204FE58A00F95D220169C43141ABCBCEC486733C41,67,WEST ENGLEWOOD,208,West Englewood
12-00195771,2012-02-14 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6008,S,PAULINA,ST,60636,6008 S PAULINA ST chicago IL 60636,1166039.08832443,1864858.92761822,41.7847521277571,-87.6667740129974,"41.784752127757116,-87.66677401299737",01010000204FE58A000A6E9C16D7CA31413E6378ED9A743C41,67,WEST ENGLEWOOD,208,West Englewood
12-00545445,2012-03-01 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6001,S,HERMITAGE,AVE,60636,6001 S HERMITAGE AVE chicago IL 60636,1165707.63571009,1864897.7310256,41.7848656538156,-87.6679881580554,"41.784865653815615,-87.66798815805537",01010000204FE58A007EE5BDA28BC93141657E24BBC1743C41,67,WEST ENGLEWOOD,208,West Englewood
12-00545469,2012-03-01 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6020,S,HERMITAGE,AVE,60636,6020 S HERMITAGE AVE chicago IL 60636,1165711.03571009,1864770.3310256,41.7845159799454,-87.6679793067396,"41.78451597994537,-87.66797930673961",01010000204FE58A00E54B24098FC93141FE17BE5442743C41,67,WEST ENGLEWOOD,208,West Englewood
11-03255338,2011-06-27 00:00:00,,,2,,2,,,2,,0,,0,6215,S,CLAREMONT,AVE,60636,6215 S CLAREMONT AVE chicago IL 60636,1161794.14012895,1863373.58762663,41.7807654036002,-87.6823790552971,"41.78076540360022,-87.68237905529709",01010000204FE58A00A97DDF2342BA3141E6B26E96CD6E3C41,66,CHICAGO LAWN,208,West Englewood
11-04140639,2011-11-18 00:00:00,Front,,2,Open,1,,Vacant,1,1,1,,0,6216,S,OAKLEY,AVE,60636,6216 S OAKLEY AVE chicago IL 60636,1162130.70001918,1863374.07001639,41.7807597291776,-87.6811451434813,"41.78075972917764,-87.68114514348126",01010000204FE58A00FD7434B392BB31411998EC11CE6E3C41,66,CHICAGO LAWN,208,West Englewood
11-04218206,2011-12-06 00:00:00,,,2,,2,,,2,,0,,0,6224,S,OAKLEY,AVE,60636,6224 S OAKLEY AVE chicago IL 60636,1162132.50001918,1863319.77001639,41.7806106851652,-87.6811400542042,"41.780610685165215,-87.68114005420422",01010000204FE58A00C941018094BB31414CCB1FC5976E3C41,66,CHICAGO LAWN,208,West Englewood
11-03703480,2011-08-31 00:00:00,Front,,2,Open,1,FRONT REAR,Vacant,1,,0,1,1,6212,S,HERMITAGE,AVE,60636,6212 S HERMITAGE AVE chicago IL 60636,1165743.79617934,1863496.84597787,41.7810206794945,-87.6678953272875,"41.781020679494496,-87.66789532728747",01010000204FE58A00C368D2CBAFC93141750192D8486F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-03776372,2011-09-13 00:00:00,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,,0,6231,S,MARSHFIELD,AVE,60636,6231 S MARSHFIELD AVE chicago IL 60636,1166406.41668607,1863385.25558827,41.7807003643577,-87.6654691983899,"41.78070036435768,-87.66546919838994",01010000204FE58A0033F0AB6A46CC31419D3B6E41D96E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-03818437,2011-09-20 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,6207,S,WINCHESTER,AVE,60636,6207 S WINCHESTER AVE chicago IL 60636,1164423.17189966,1863496.38337919,41.781047352608,-87.672737032386,"41.78104735260803,-87.67273703238595",01010000204FE58A00BA9D012C87C431417B232562486F3C41,67,WEST ENGLEWOOD,208,West Englewood
12-00533347,2012-02-28 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6232,S,PAULINA,ST,60636,6232 S PAULINA ST chicago IL 60636,1166075.94330366,1863369.71200863,41.7806647478272,-87.6666812192679,"41.780664747827245,-87.6666812192679",01010000204FE58A0042597CF1FBCA3141943246B6C96E3C41,67,WEST ENGLEWOOD,208,West Englewood
12-00541994,2012-02-29 00:00:00,Rear,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,6216,S,WOOD,ST,60636,6216 S WOOD ST chicago IL 60636,1165414.28537639,1863461.54038502,41.7809307874945,-87.6691043838288,"41.78093078749448,-87.6691043838288",01010000204FE58A00566D0E4966C8314134AC568A256F3C41,67,WEST ENGLEWOOD,208,West Englewood
12-00652696,2012-03-22 00:00:00,Front,,2,Open,1,ALLA ROUND,Vacant,1,,0,,0,6200,S,HONORE,ST,60636,6200 S HONORE ST chicago IL 60636,1165082.48261836,1863560.55039039,41.7812095105955,-87.6703180430764,"41.78120951059548,-87.67031804307642",01010000204FE58A0079E08C7B1AC731417562E68C886F3C41,67,WEST ENGLEWOOD,208,West Englewood
12-00735922,2012-04-09 00:00:00,Front,,2,Open,1,DOOR AND WINDOWS,Vacant,1,,0,,0,6202,S,HONORE,ST,60636,6202 S HONORE ST chicago IL 60636,1165082.78261836,1863546.95039039,41.7811721840916,-87.6703173276597,"41.78117218409162,-87.67031732765975",01010000204FE58A0045AD59C81AC73141DBC84CF37A6F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00036242,2011-01-07 00:00:00,Rear,,2,Open,1,PEOPLE INOUT ALL  TIME,Vacant,1,,0,1,1,6215,S,WOOD,ST,,6215 S WOOD ST chicago IL,1165414.08537639,1863468.34038502,41.7809494518083,-87.6691049244953,"41.78094945180829,-87.6691049244953",01010000204FE58A00233ADB1566C83141017923572C6F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00044374,2011-01-10 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,1724,W,61ST,ST,60636,1724 W 61ST ST chicago IL 60636,1165782.31701701,1864242.07758754,41.7830648717877,-87.6677329527993,"41.78306487178774,-87.66773295279928",01010000204FE58A00DA062851D6C93141EBC6DC1332723C41,67,WEST ENGLEWOOD,208,West Englewood
11-00047312,2011-01-10 00:00:00,Rear,,2,Open,1,GARAGE  NO DOOR PEOPLE FLY DUMPING GARBAGE ALL TIME,Occupied,0,1,1,1,1,6236,S,WOLCOTT,AVE,60636,6236 S WOLCOTT AVE chicago IL 60636,1164757.79122365,1863308.07437102,41.7805235474369,-87.6715155590227,"41.78052354743689,-87.67151555902271",01010000204FE58A0015A28DCAD5C53141ABFA09138C6E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00146406,2011-01-31 00:00:00,Front,,2,Open,1,THERE WAS A FIRE A THE VACANT PROPERTY AND ALL THE WINDOWWS AND DOORS ARE NOW MISSING,Vacant,1,,0,,0,6145,S,SEELEY,AVE,60636,6145 S SEELEY AVE chicago IL 60636,1163752.99620719,1863790.16991093,41.7818676434743,-87.6751857989546,"41.781867643474286,-87.6751857989546",01010000204FE58A00356F07FFE8C1314160487F2B6E703C41,67,WEST ENGLEWOOD,208,West Englewood
11-00204857,2011-02-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6135,S,SEELEY,AVE,60636,6135 S SEELEY AVE chicago IL 60636,1163751.59620719,1863838.86991093,41.782001312082,-87.6751895651362,"41.78200131208203,-87.67518956513615",01010000204FE58A00CF08A198E7C13141937BB2DE9E703C41,67,WEST ENGLEWOOD,208,West Englewood
11-00265363,2011-02-15 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,6218,S,WOLCOTT,AVE,60636,6218 S WOLCOTT AVE chicago IL 60636,1164755.19122365,1863430.17437102,41.7808586606273,-87.6715216458712,"41.78085866062731,-87.67152164587117",01010000204FE58A007B08F430D3C531414494A32C066F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00349694,2011-03-02 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,6145,S,WOLCOTT,AVE,60636,6145 S WOLCOTT AVE chicago IL 60636,1164742.22310997,1863913.90917953,41.7821863655444,-87.671555540738,"41.78218636554437,-87.67155554073801",01010000204FE58A0029BC1D39C6C531415CFDBFE8E9703C41,67,WEST ENGLEWOOD,208,West Englewood
11-00417960,2011-03-14 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,6218,S,PAULINA,ST,60636,6218 S PAULINA ST chicago IL 60636,1166074.44330366,1863464.61200863,41.7809251974199,-87.6666840212231,"41.78092519741988,-87.66668402122315",01010000204FE58A0042597C71FACA3141FB98AC9C286F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00477043,2011-03-24 00:00:00,Rear,,2,Open,1,ALL AROUND,Vacant,1,,0,1,1,6204,S,SEELEY,AVE,60636,6204 S SEELEY AVE chicago IL 60636,1163761.30333072,1863499.67799488,41.7810703209209,-87.6751634946927,"41.78107032092086,-87.6751634946927",01010000204FE58A000215A74DF1C131418C1291AD4B6F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00495585,2011-03-27 00:00:00,Rear,,2,Open,1,REAR AND FRONT DOORS ARE OPEN,Vacant,1,,0,1,1,6200,S,WINCHESTER,AVE,60636,6200 S WINCHESTER AVE chicago IL 60636,1164421.97189966,1863543.88337919,41.7811777241052,-87.6727400940077,"41.781177724105156,-87.67274009400774",01010000204FE58A00876ACEF885C431417B2325E2776F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00563507,2011-04-01 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6139,S,WOLCOTT,AVE,60636,6139 S WOLCOTT AVE chicago IL 60636,1164741.12310997,1863954.10917953,41.7822967027745,-87.6715584393429,"41.78229670277452,-87.67155843934287",01010000204FE58A008F22841FC5C531418F30F31B12713C41,67,WEST ENGLEWOOD,208,West Englewood
11-00616622,2011-04-04 00:00:00,Front,,2,Open,1,REAR,Vacant,1,,0,,0,6149,S,WOLCOTT,AVE,60636,6149 S WOLCOTT AVE chicago IL 60636,1164743.02310997,1863887.10917953,41.7821128059818,-87.6715533639205,"41.7821128059818,-87.67155336392048",01010000204FE58A00F588EA05C7C531418F30F31BCF703C41,67,WEST ENGLEWOOD,208,West Englewood
11-00662791,2011-04-06 00:00:00,Front,,2,Open,1,REAR,Vacant,1,1,1,1,1,6112,S,WINCHESTER,AVE,60636,6112 S WINCHESTER AVE chicago IL 60636,1164405.62950784,1864127.07431273,41.7827784204212,-87.6727835840685,"41.78277842042121,-87.67278358406848",01010000204FE58A00016D27A175C43141B9280613BF713C41,67,WEST ENGLEWOOD,208,West Englewood
11-01242093,2011-04-29 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,1911,W,63RD,ST,60636,1911 W 63RD ST chicago IL 60636,1164650.68059888,1862877.57731751,41.7793444688052,-87.6719203861915,"41.779344468805206,-87.67192038619154",01010000204FE58A006BBA3BAE6AC531419114CB93DD6C3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00734938,2011-04-10 00:00:00,Front,,2,Open,1,REAR & WINDOWS IN BASEMENT,Vacant,1,,0,1,1,6144,S,WINCHESTER,AVE,60636,6144 S WINCHESTER AVE chicago IL 60636,1164411.62950784,1863912.57431273,41.7821896780778,-87.6727676276447,"41.78218967807785,-87.67276762764469",01010000204FE58A00016D27A17BC43141B9280693E8703C41,67,WEST ENGLEWOOD,208,West Englewood
11-00926514,2011-04-18 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6142,S,HOYNE,AVE,60636,6142 S HOYNE AVE chicago IL 60636,1163432.74970069,1863878.63892514,41.7821171344436,-87.6763574297703,"41.78211713444361,-87.67635742977029",01010000204FE58A006962ECBFA8C03141159990A3C6703C41,67,WEST ENGLEWOOD,208,West Englewood
11-00948403,2011-04-19 00:00:00,Front,,2,Open,1,SINGLE FAMILY FRAMED HOUSE - REAR,Vacant,1,1,1,,0,6108,S,WINCHESTER,AVE,60636,6108 S WINCHESTER AVE chicago IL 60636,1164404.92950784,1864153.87431273,41.7828519778542,-87.6727853956732,"41.78285197785424,-87.67278539567316",01010000204FE58A00CE39F4ED74C4314186F5D2DFD9713C41,67,WEST ENGLEWOOD,208,West Englewood
11-01039190,2011-04-22 00:00:00,Garage,,2,Open,1,,Vacant,1,,0,,0,6205,S,WINCHESTER,AVE,60636,6205 S WINCHESTER AVE chicago IL 60636,1164422.87189966,1863509.98337919,41.7810846791078,-87.6727377492057,"41.78108467910776,-87.67273774920572",01010000204FE58A00EDD034DF86C4314115BDBEFB556F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-01241942,2011-04-29 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6143,S,WOOD,ST,60636,6143 S WOOD ST chicago IL 60636,1165402.03146557,1863944.7637941,41.7822570742619,-87.6691356248498,"41.782257074261885,-87.66913562484976",01010000204FE58A00AA200E085AC83141980288C308713C41,67,WEST ENGLEWOOD,208,West Englewood
11-01372567,2011-05-03 00:00:00,Rear,,2,Open,1,,Vacant,1,,0,1,1,6140,S,WINCHESTER,AVE,,6140 S WINCHESTER AVE chicago IL,1164410.92950784,1863939.37431273,41.7822632355184,-87.6727694392232,"41.78226323551841,-87.67276943922325",01010000204FE58A00CE39F4ED7AC4314186F5D25F03713C41,67,WEST ENGLEWOOD,208,West Englewood
11-01372641,2011-05-03 00:00:00,Rear,,2,Open,1,BACK DOOR,Vacant,1,,0,1,1,6136,S,WINCHESTER,AVE,,6136 S WINCHESTER AVE chicago IL,1164410.12950784,1863966.17431273,41.7823367950661,-87.6727716174339,"41.782336795066094,-87.6727716174339",01010000204FE58A00016D27217AC4314153C29F2C1E713C41,67,WEST ENGLEWOOD,208,West Englewood
11-01660884,2011-05-12 00:00:00,Front,,2,Open,1,1ST & 2ND FL WINDOWS.VANDALS ARE STRIPPING THE PROPERTY.,Vacant,1,,0,,0,6226,S,PAULINA,ST,60636,6226 S PAULINA ST chicago IL 60636,1166075.24330366,1863410.41200863,41.780776448702,-87.6666826287897,"41.78077644870198,-87.66668262878967",01010000204FE58A000F26493EFBCA3141C8657969F26E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-01664922,2011-05-12 00:00:00,Rear,,2,Open,1,,Vacant,1,,0,1,1,6110,S,MARSHFIELD,AVE,,6110 S MARSHFIELD AVE chicago IL,1166387.84532588,1864190.44478144,41.782910300889,-87.6655143581514,"41.78291030088895,-87.66551435815143",01010000204FE58A00E14667D833CC31414B32DD71FE713C41,67,WEST ENGLEWOOD,208,West Englewood
11-01870684,2011-05-18 00:00:00,Front,,2,Open,1,THROUGH THE MISSING DOORS & WINDOWS.,Vacant,1,,0,,0,6110,S,MARSHFIELD,AVE,60636,6110 S MARSHFIELD AVE chicago IL 60636,1166387.84532588,1864190.44478144,41.782910300889,-87.6655143581514,"41.78291030088895,-87.66551435815143",01010000204FE58A00E14667D833CC31414B32DD71FE713C41,67,WEST ENGLEWOOD,208,West Englewood
11-02098126,2011-05-24 00:00:00,Front,,2,Open,1,,Vacant,1,1,1,,0,6101,S,WOLCOTT,AVE,60636,6101 S WOLCOTT AVE chicago IL 60636,1164733.82310997,1864208.60917953,41.7829952378098,-87.6715780222785,"41.78299523780977,-87.67157802227845",01010000204FE58A00C255B7D2BDC531418F30F39B10723C41,67,WEST ENGLEWOOD,208,West Englewood
11-02098142,2011-05-24 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,6147,S,WOLCOTT,AVE,60636,6147 S WOLCOTT AVE chicago IL 60636,1164742.62310997,1863900.50917953,41.7821495857632,-87.6715544523288,"41.78214958576321,-87.67155445232876",01010000204FE58A008F22849FC6C53141F5965982DC703C41,67,WEST ENGLEWOOD,208,West Englewood
11-02350933,2011-05-31 00:00:00,,,2,,2,,,2,,0,,0,6229,S,WINCHESTER,AVE,60636,6229 S WINCHESTER AVE chicago IL 60636,1164427.07189966,1863347.08337919,41.7806375716856,-87.6727269392392,"41.78063757168561,-87.67272693923923",01010000204FE58A00200468128BC43141AE565815B36E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-02671001,2011-06-08 00:00:00,Front,,2,Open,1,FRONT & REAR ARE OPEN,Vacant,1,1,1,,0,6105,S,HONORE,ST,60636,6105 S HONORE ST chicago IL 60636,1165064.82927351,1864190.49783224,41.7829385409801,-87.6703649575482,"41.78293854098012,-87.67036495754817",01010000204FE58A00CD444BD408C7314106EF717FFE713C41,67,WEST ENGLEWOOD,208,West Englewood
11-02960028,2011-06-15 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,1736,W,61ST,ST,60636,1736 W 61ST ST chicago IL 60636,1165696.61701701,1864239.97758754,41.7830609291185,-87.6680472167257,"41.78306092911852,-87.66804721672572",01010000204FE58A00A7D3F49D80C93141512D43FA2F723C41,67,WEST ENGLEWOOD,208,West Englewood
11-03237368,2011-06-24 00:00:00,Front,,2,Open,1,FRONT & REAR,Vacant,1,,0,,0,6231,S,PAULINA,ST,60636,6231 S PAULINA ST chicago IL 60636,1166075.84330366,1863376.51200863,41.7806834100207,-87.6666813926111,"41.780683410020735,-87.66668139261111",01010000204FE58A00A8BFE2D7FBCA314161FF1283D06E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-03250625,2011-06-27 00:00:00,Rear,,2,Open,1,NO REAR DOOR AND OPEN WINDOWS,Vacant,1,,0,,0,6224,S,PAULINA,ST,60636,6224 S PAULINA ST chicago IL 60636,1166075.04330366,1863423.91200863,41.7808134986754,-87.666682978319,"41.78081349867544,-87.666682978319",01010000204FE58A00DBF2150BFBCA3141C86579E9FF6E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-03324756,2011-07-08 00:00:00,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,6112,S,MARSHFIELD,AVE,60636,6112 S MARSHFIELD AVE chicago IL 60636,1166388.14532588,1864177.04478144,41.7828735232115,-87.6655136398202,"41.78287352321154,-87.66551363982018",01010000204FE58A00AE13342534CC3141E4CB760BF1713C41,67,WEST ENGLEWOOD,208,West Englewood
11-03391097,2011-07-17 00:00:00,Front,,2,Open,1,FRONT & BACK,Occupied,0,,0,1,1,6123,S,WOOD,ST,60636,6123 S WOOD ST chicago IL 60636,1165398.43146557,1864078.4637941,41.782624040468,-87.669145037144,"41.78262404046797,-87.66914503714399",01010000204FE58A001087746E56C83141CC35BB768E713C41,67,WEST ENGLEWOOD,208,West Englewood
11-03741428,2011-09-07 00:00:00,Front,,2,Open,1,,Vacant,1,1,1,1,1,6132,S,DAMEN,AVE,60636,6132 S DAMEN AVE chicago IL 60636,1164079.14247093,1863984.5001263,41.782394054543,-87.6739845971231,"41.782394054542955,-87.67398459712311",01010000204FE58A0091F978242FC33141F646088030713C41,67,WEST ENGLEWOOD,208,West Englewood
11-03776541,2011-09-13 00:00:00,Front,,2,Open,1,ALL WINDOWS AND DOORS,Vacant,1,,0,1,1,6132,S,MARSHFIELD,AVE,60636,6132 S MARSHFIELD AVE chicago IL 60636,1166391.74532588,1864043.34478144,41.7825065568748,-87.6655042482183,"41.78250655687476,-87.66550424821834",01010000204FE58A0047ADCDBE37CC3141B19843586B713C41,67,WEST ENGLEWOOD,208,West Englewood
11-03861740,2011-09-28 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6111,S,HONORE,ST,60636,6111 S HONORE ST chicago IL 60636,1165066.02927351,1864150.29783224,41.782828201631,-87.6703616943435,"41.782828201631,-87.67036169434354",01010000204FE58A0000787E070AC73141D2BB3E4CD6713C41,67,WEST ENGLEWOOD,208,West Englewood
11-03889489,2011-10-03 00:00:00,,,2,,2,,,2,,0,,0,6153,S,HONORE,ST,60636,6153 S HONORE ST chicago IL 60636,1165073.88261836,1863868.85039039,41.7820557075074,-87.6703408576839,"41.782055707507425,-87.67034085768387",01010000204FE58A00DF46F3E111C73141422FB3D9BC703C41,67,WEST ENGLEWOOD,208,West Englewood
11-03897471,2011-10-04 00:00:00,Rear,,2,Open,1,DOOR,Vacant,1,,0,1,1,6216,S,HERMITAGE,AVE,60636,6216 S HERMITAGE AVE chicago IL 60636,1165744.19617934,1863469.74597787,41.7809463051344,-87.667894629671,"41.78094630513439,-87.667894629671",01010000204FE58A0029CF3832B0C93141DB67F8BE2D6F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-03972185,2011-10-18 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,6218,S,HERMITAGE,AVE,60636,6218 S HERMITAGE AVE chicago IL 60636,1165744.49617934,1863456.14597787,41.780908978624,-87.667893915661,"41.780908978624005,-87.66789391566095",01010000204FE58A00F69B057FB0C9314142CE5E25206F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-03991506,2011-10-21 00:00:00,,,2,,2,,,2,,0,,0,6233,S,PAULINA,ST,60636,6233 S PAULINA ST chicago IL 60636,1166076.04330366,1863362.91200863,41.7806460856337,-87.6666810459247,"41.7806460856337,-87.66668104592472",01010000204FE58A00DBF2150BFCCA3141C86579E9C26E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-04173901,2011-11-28 00:00:00,Front,,2,Open,1,FRONT AND REAR WIDE OPEN-ACROSS FROM SCHOOL,Vacant,1,,0,1,1,1730,W,61ST,ST,60636,1730 W 61ST ST chicago IL 60636,1165725.41701701,1864240.67758754,41.7830622384823,-87.66794160661,"41.78306223848227,-87.66794160660999",01010000204FE58A0074A0C16A9DC93141846076AD30723C41,67,WEST ENGLEWOOD,208,West Englewood
11-04178165,2011-11-28 00:00:00,Front,,2,Open,1,SOMEONE HAS KICKED IN THE FRONT DOOR .THIS IS ACROSS THE STREET FROM EARLE SCHOOL,Vacant,1,,0,1,1,1657,W,61ST,ST,60636,1657 W 61ST ST chicago IL 60636,1166256.74532588,1864253.84478144,41.7830870715441,-87.6659932084446,"41.783087071544074,-87.66599320844462",01010000204FE58A0047ADCDBEB0CB3141B19843D83D723C41,67,WEST ENGLEWOOD,208,West Englewood
